input,itemsJson,totalKcal,mealType,timeOffset
150 gr raspberries + g20 raw english walnut halves kcal213 22h ago,"[{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",213,unknown,-PT22H
blueberries 100 grams + whole raw almonds 30 g snack 24d ago,"[{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",232,snack,-P24D
cup1 2% milk + strawberries 100 grams,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":114},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31}]",145,unknown,PT0M
whole milk 2cup + raspberries g150 14h ago,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":275},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77}]",352,unknown,-PT14H
ate 100 grams red delicious apple + whole raw almonds 15 grams kcal150 -25d,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",150,unknown,-P25D
raw english walnut halves g20 + 150 grams blueberries late night -24d,"[{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86}]",222,late_night,-P24D
150 gr strawberries + 30g raw peanuts ln -21h,"[{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",212,late_night,-PT21H
ate g100 raw romaine lettuce + 1piece cooked skinless boneless chicken breast 306kcal dinner 12d ago,"[{""name"":""lettuce, romaine, green, raw"",""quantity"":100,""unit"":""g"",""kcal"":17},{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":1,""unit"":""piece"",""kcal"":289}]",306,dinner,-P12D
1 cup 2% milk + blueberries 150 gr breakfast,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":114},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86}]",200,breakfast,PT0M
strawberries g150 + whole raw almonds g30 222kcal bf,"[{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",222,breakfast,PT0M
100 grams strawberries + raw english walnut halves g15 breakfast,"[{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",133,breakfast,PT0M
ate raw english walnut halves 30 gr + 150 grams strawberries -4h,"[{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47}]",251,unknown,-PT4H
200 g blueberries + 20g raw english walnut halves late night 15d ago,"[{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",251,late_night,-P15D
ate blueberries 150 grams + 15 gr raw english walnut halves,"[{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",188,unknown,PT0M
100 grams strawberries + 2cup 2% milk breakfast 4h ago,"[{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":227}]",258,breakfast,-PT4H
ate 200 grams red delicious apple + 20 grams whole raw almonds -3h,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",241,unknown,-PT3H
blueberries 100 grams + 30 g raw peanuts -3h,"[{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",222,unknown,-PT3H
ate 200 grams raspberries + whole raw almonds 15g 8h ago,"[{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",191,unknown,-PT8H
100 g blueberries + g15 whole raw almonds snack -5h,"[{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",145,snack,-PT5H
200 grams strawberries + 20g raw peanuts 172kcal,"[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",172,unknown,PT0M
ate 15g raw english walnut halves + 150 gr red delicious apple late night,"[{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93}]",195,late_night,PT0M
blueberries 200g + raw english walnut halves 30 g ln,"[{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",319,late_night,PT0M
2% milk cup1 + raspberries 150 grams breakfast,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":114},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77}]",191,breakfast,PT0M
2% milk 2 cups + blueberries g100 snack -16h,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":227},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57}]",284,snack,-PT16H
ate 2% milk 1 cup + g200 strawberries,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":114},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62}]",176,unknown,PT0M
whole milk 2 cups + 200g red delicious apple kcal399,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":275},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124}]",399,unknown,PT0M
150 g cooked meat-only chicken drumstick + raw romaine lettuce g50 dinner -15d,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":150,""unit"":""g"",""kcal"":234},{""name"":""lettuce, romaine, green, raw"",""quantity"":50,""unit"":""g"",""kcal"":9}]",243,dinner,-P15D
raspberries 150 g + g20 raw peanuts,"[{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",187,unknown,PT0M
100 grams raspberries + whole raw almonds g30 29d ago,"[{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",226,unknown,-P29D
200 grams raspberries + 30 grams raw peanuts 268 cal,"[{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",268,unknown,PT0M
ate 200 g blueberries + raw peanuts 20 gr 225kcal,"[{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",225,unknown,PT0M
raspberries 150 gr + raw english walnut halves 30 g ln 20h ago,"[{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",281,late_night,-PT20H
ate cooked meat-only chicken drumstick 100g + raw cucumber with peel 150g lunch -25d,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":100,""unit"":""g"",""kcal"":156},{""name"":""cucumber, with peel, raw"",""quantity"":150,""unit"":""g"",""kcal"":21}]",177,lunch,-P25D
ate red delicious apple 100 grams + whole milk 2cup snack,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":275}]",337,snack,PT0M
ate 2 pieces cooked skinless boneless chicken breast + raw roma tomato 50g -7h,"[{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":2,""unit"":""piece"",""kcal"":578},{""name"":""tomato, roma"",""quantity"":50,""unit"":""g"",""kcal"":9}]",587,unknown,-PT7H
200 grams raspberries + g30 whole raw almonds,"[{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",278,unknown,PT0M
ate red delicious apple 150g + 15 grams raw peanuts breakfast,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",176,breakfast,PT0M
blueberries 150 gr + 30 gr raw english walnut halves,"[{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",290,unknown,PT0M
strawberries 200 g + 15 gr raw peanuts late night 4h ago,"[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",145,late_night,-PT4H
ate whole milk cup2 + g150 blueberries 11h ago,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":275},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86}]",361,unknown,-PT11H
piece2 cooked skinless boneless chicken breast + raw romaine lettuce 50g 587 cal lunch,"[{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":2,""unit"":""piece"",""kcal"":578},{""name"":""lettuce, romaine, green, raw"",""quantity"":50,""unit"":""g"",""kcal"":9}]",587,lunch,PT0M
1piece cooked skinless boneless chicken breast + 150g raw cucumber with peel lunch -8d,"[{""name"":""chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"",""quantity"":1,""unit"":""piece"",""kcal"":289},{""name"":""cucumber, with peel, raw"",""quantity"":150,""unit"":""g"",""kcal"":21}]",310,lunch,-P8D
ate 150g strawberries + 20 grams whole raw almonds late night -13h,"[{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",164,late_night,-PT13H
150g strawberries + 15 grams whole raw almonds late night 23d ago,"[{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",135,late_night,-P23D
150 g cooked meat-only chicken drumstick + g150 raw roma tomato dinner -15h,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":150,""unit"":""g"",""kcal"":234},{""name"":""tomato, roma"",""quantity"":150,""unit"":""g"",""kcal"":28}]",262,dinner,-PT15H
2cup whole milk + blueberries 100 gr snack,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":275},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57}]",332,snack,PT0M
g100 cooked meat-only chicken drumstick + g50 raw romaine lettuce dinner,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":100,""unit"":""g"",""kcal"":156},{""name"":""lettuce, romaine, green, raw"",""quantity"":50,""unit"":""g"",""kcal"":9}]",165,dinner,PT0M
1 cup 2% milk + raspberries 100g bf,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":114},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51}]",165,breakfast,PT0M
strawberries 100 g + 15g whole raw almonds bf -2h,"[{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",119,breakfast,-PT2H
ate 150 g strawberries + raw peanuts 20 grams,"[{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",157,unknown,PT0M
100 g raspberries + whole raw almonds g15 snack,"[{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",139,snack,PT0M
ate red delicious apple 100g + raw peanuts g30 ln,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",227,late_night,PT0M
cup1 2% milk + 100g blueberries,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":114},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57}]",171,unknown,PT0M
ate whole milk 1 cup + 150 grams raspberries,"[{""name"":""milk, whole, 3.25% milkfat, with added vitamin d"",""quantity"":1,""unit"":""cup"",""kcal"":137},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77}]",214,unknown,PT0M
ate 100 g strawberries + 20g raw peanuts kcal141 ln,"[{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",141,late_night,PT0M
strawberries g100 + raw english walnut halves 20 grams,"[{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",167,unknown,PT0M
ate cooked meat-only chicken drumstick 100 grams + g100 raw roma tomato,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":100,""unit"":""g"",""kcal"":156},{""name"":""tomato, roma"",""quantity"":100,""unit"":""g"",""kcal"":19}]",175,unknown,PT0M
100g blueberries + 30 gr raw english walnut halves 261kcal snack,"[{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",261,snack,PT0M
blueberries g100 + raw peanuts g15 snack -14d,"[{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",140,snack,-P14D
200g raspberries + 30 grams raw english walnut halves bf,"[{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",307,breakfast,PT0M
ate blueberries 200g + 30 grams raw peanuts ln 11d ago,"[{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",280,late_night,-P11D
ate blueberries 200g + whole raw almonds 15 grams late night,"[{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",203,late_night,PT0M
2% milk 2cup + strawberries 200 gr bf tmr,"[{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":227},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62}]",289,breakfast,P1D
200g strawberries + whole raw almonds 30 grams late night,"[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",237,late_night,PT0M
red delicious apple g200 + 30g raw peanuts,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",289,unknown,PT0M
cooked meat-only chicken drumstick 150 g + 50g raw roma tomato lunch 1h ago,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":150,""unit"":""g"",""kcal"":234},{""name"":""tomato, roma"",""quantity"":50,""unit"":""g"",""kcal"":9}]",243,lunch,-PT1H
ate g150 blueberries + cup2 2% milk,"[{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d"",""quantity"":2,""unit"":""cup"",""kcal"":227}]",313,unknown,PT0M
200g cooked meat-only chicken drumstick + 150 grams raw cucumber with peel -14d,"[{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":200,""unit"":""g"",""kcal"":312},{""name"":""cucumber, with peel, raw"",""quantity"":150,""unit"":""g"",""kcal"":21}]",333,unknown,-P14D
g150 blueberries + 20 grams whole raw almonds breakfast 23h ago,"[{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",203,breakfast,-PT23H
raw cucumber with peel 150 gr + cooked meat-only chicken drumstick 150 g -9d,"[{""name"":""cucumber, with peel, raw"",""quantity"":150,""unit"":""g"",""kcal"":21},{""name"":""chicken, broilers or fryers, drumstick, meat only, cooked, braised"",""quantity"":150,""unit"":""g"",""kcal"":234}]",255,unknown,-P9D
