input,activityName,averageHeartRate,kcal,distance,distanceUnit,duration,elevationGain,pace,poolLength,poolLengthUnit,speed,steps,swimLengths
sport 102bpm kcal115 15.4min 830 steps,Sport,102,115,,,924000,,,,,,830,
walk 96 bpm 1661steps kcal138 16min 13sec,Walk,96,138,,,973000,,,,,,1661,
run 10.99 km 74min hr138,Run,138,,10.99,km,4440000,,404,,,8.91,,
walk 23.1 1.57k steps 165kcal,Walk,,165,,,1386000,,,,,,1570,
sport 110bpm 783kcal 1h 28min 44sec,Sport,110,783,,,5324000,,,,,,,
walk 16min 13sec 1.68ksteps kcal153,Walk,,153,,,973000,,,,,,1680,
run km6.9 612kcal +57.3m 6936 steps 44m18s 142b,Run,142,612,6.9,km,2658000,57.3,385.22,,,9.35,6936,
treadmill steps11.96k 7.18mi 1h21m48s,Treadmill,,,11.56,km,4908000,,424.75,,,8.48,11960,
swim pool 25m 15min 22sec 112kcal laps23,Swim,,112,0.58,km,922000,,1603.48,25,m,2.25,,23
treadmill 36.7min mi3.42 kcal571,Treadmill,,571,5.5,km,2202000,,400.08,,,9,,
walk 98 bpm kcal142 17.1 step1657,Walk,98,142,,,1026000,,,,,,1657,
run bpm156 3087s 6.19mi,Run,156,,9.96,km,3087000,,309.88,,,11.62,,
treadmill 1h5m10s 8942steps,Treadmill,,,,,3910000,,,,,,8942,
treadmill 4s 0kcal,Treadmill,,0,,,4000,,,,,,,
run steps8.84k 6.79mi gain74.07m 750kcal 3369sec 134bpm,Run,134,750,10.93,km,3369000,74.07,308.31,,,11.68,8840,
treadmill 2.57mi b151 31.8min,Treadmill,151,,4.14,km,1908000,,461.31,,,7.8,,
walk 1.61ksteps 22min 11sec 199kcal +36.58m,Walk,,199,,,1331000,36.58,,,,,1610,
aerobic workout 1h1m27s 509kcal 3.68k steps bpm107,Aerobic Workout,107,509,,,3687000,,,,,,3680,
walk 3380s steps5.26k bpm100,Walk,100,,,,3380000,,,,,,5260,
run 6535 steps km7.13 41.6,Run,,,7.13,km,2496000,,350.07,,,10.28,6535,
run 46m26s 150b 684kcal 4.95mi,Run,150,684,7.97,km,2786000,,349.73,,,10.29,,
walk 102b kcal170 9.14m gain 1280sec,Walk,102,170,,,1280000,9.14,,,,,,
walk kcal152 18m46s,Walk,,152,,,1126000,,,,,,,
run +119.18m 1h35m19s 1647kcal step14715 avg180 16.17km,Run,180,1647,16.17,km,5719000,119.18,353.68,,,10.18,14715,
run 12min 3sec 1.13mi steps1.85k elev77.11m 136b kcal159,Run,136,159,1.82,km,723000,77.11,397.57,,,9.06,1850,
treadmill 5.42km 4290s,Treadmill,,,5.42,km,4290000,,791.51,,,4.55,,
run 12min 45sec b142 1.13 mi 178kcal,Run,142,178,1.82,km,765000,,420.66,,,8.56,,
treadmill 3.51 km 113bpm 3016sec,Treadmill,113,,3.51,km,3016000,,859.26,,,4.19,,
run 9501steps 64.5min,Run,,,,,3870000,,,,,,9501,
treadmill 796kcal 6060m 1h1m30s,Treadmill,,796,6.06,km,3690000,,608.91,,,5.91,,
run 8850 m 3235sec,Run,,,8.85,km,3235000,,365.54,,,9.85,,
treadmill elev2.74m hr135 1h 12min 35sec 904kcal 6802 steps 3.18mi,Treadmill,135,904,5.12,km,4355000,2.74,850.97,,,4.23,6802,
aerobic workout kcal695 63 min,Aerobic Workout,,695,,,3780000,,,,,,,
walk 94bpm kcal183 1331sec,Walk,94,183,,,1331000,,,,,,,
walk 1485sec 204kcal 18.29m gain avg89 2.45k steps,Walk,89,204,,,1485000,18.29,,,,,2450,
walk up18.29m 23.1min avg84 kcal185,Walk,84,185,,,1386000,18.29,,,,,,
run 139hr 753s 183kcal,Run,139,183,,,753000,,,,,,,
treadmill 1380kcal step9680 2h49m4s,Treadmill,,1380,,,10144000,,,,,,9680,
walk steps2.52k 25min 243kcal,Walk,,243,,,1500000,,,,,,2520,
walk 18.8min 190kcal b112 elev12.19m,Walk,112,190,,,1128000,12.19,,,,,,
run up75.9m 13 min 177kcal 1750m,Run,,177,1.75,km,780000,75.9,445.71,,,8.08,,
aerobic workout 55.5 kcal540 b114 steps5.09k,Aerobic Workout,114,540,,,3330000,,,,,,5090,
sport 23min kcal177 avg100 1060 steps,Sport,100,177,,,1380000,,,,,,1060,
sport 651kcal avg112 72.5 2.73ksteps,Sport,112,651,,,4350000,,,,,,2730,
sport kcal207 step874 min20,Sport,,207,,,1200000,,,,,,874,
run 10.22 km 3669sec kcal776 gain102.11m,Run,,776,10.22,km,3669000,102.11,359,,,10.03,,
run steps1594 kcal164 685sec elev74.37m 154bpm km1.6,Run,154,164,1.6,km,685000,74.37,428.13,,,8.41,1594,
treadmill up1.83m steps6.2k 1h4m50s,Treadmill,,,,,3890000,1.83,,,,,6200,
run elev14.63m 1604 steps 11min 1.11mi,Run,,,1.79,km,660000,14.63,369.46,,,9.74,1604,
run 23m37s step2208 gain80.47m 1960 m 227kcal b139,Run,139,227,1.96,km,1417000,80.47,722.96,,,4.98,2208,
treadmill +4.57m 47min 9sec 7.13 km,Treadmill,,,7.13,km,2829000,4.57,396.77,,,9.07,,
run 10min 1.52ksteps +12.19m 1.79 km 131kcal 144hr,Run,144,131,1.79,km,600000,12.19,335.2,,,10.74,1520,
walk 105bpm 29 kcal261 steps2.86k,Walk,105,261,,,1740000,,,,,,2860,
treadmill kcal1062 9.27 km 89.3,Treadmill,,1062,9.27,km,5358000,,577.99,,,6.23,,
run 1.85km 178kcal 137b 1940steps sec895 gain79.25m,Run,137,178,1.85,km,895000,79.25,483.78,,,7.44,1940,
treadmill m810 13.4min,Treadmill,,,0.81,km,804000,,992.59,,,3.63,,
treadmill 1h 8min 29sec 4960 m,Treadmill,,,4.96,km,4109000,,828.43,,,4.35,,
run 11.2min 134b steps1.62k,Run,134,,,,672000,,,,,,1620,
sport 228kcal 21min 1500steps 107bpm,Sport,107,228,,,1260000,,,,,,1500,
walk 1332sec step2259 hr107,Walk,107,,,,1332000,,,,,,2259,
walk up21.34m 21m20s steps2.43k 187kcal,Walk,,187,,,1280000,21.34,,,,,2430,
run hr138 kcal169 1.83k 13.3min,Run,138,169,1.83,km,798000,,436.07,,,8.26,,
treadmill 69 119hr 4.35 km,Treadmill,119,,4.35,km,4140000,,951.72,,,3.78,,
walk 1537sec +88.39m steps2.4k,Walk,,,,,1537000,88.39,,,,,2400,
walk kcal135 16.2min hr105,Walk,105,135,,,972000,,,,,,,
run steps8.99k 5.99 mi 1h27m40s bpm131,Run,131,,9.64,km,5260000,,545.64,,,6.6,8990,
walk 105b 15.3min 125kcal,Walk,105,125,,,918000,,,,,,,
walk 15min 22sec steps936 98b,Walk,98,,,,922000,,,,,,936,
run 86kcal 134b 6m32s km1.05 gain0.31m step956,Run,134,86,1.05,km,392000,0.31,373.33,,,9.64,956,
sport 90min hr128,Sport,128,,,,5400000,,,,,,,
run up78.94m 18min 6sec,Run,,,,,1086000,78.94,,,,,,
run 1410m 14.5min,Run,,,1.41,km,870000,,617.02,,,5.83,,
run avg126 10min 59sec,Run,126,,,,659000,,,,,,,
treadmill 1390kcal 8312sec 131b 9.58 km,Treadmill,131,1390,9.58,km,8312000,,867.64,,,4.15,,
treadmill km6.78 604kcal 6.81k steps 45m31s,Treadmill,,604,6.78,km,2731000,,402.8,,,8.94,6810,
walk 1792s 256kcal 102bpm elev27.43m,Walk,102,256,,,1792000,27.43,,,,,,
treadmill 1h 3min 47sec m7880 up34.75m 8245 steps kcal830 147bpm,Treadmill,147,830,7.88,km,3827000,34.75,485.66,,,7.41,8245,
walk kcal163 20min 2139steps bpm106,Walk,106,163,,,1200000,,,,,,2139,
run 1770m steps1736 12m40s up73.46m,Run,,,1.77,km,760000,73.46,429.38,,,8.38,1736,
treadmill 1.41mi sec2193 379kcal,Treadmill,,379,2.27,km,2193000,,966.43,,,3.73,,
run 10min 3sec 1.05 mi 129kcal,Run,,129,1.69,km,603000,,356.84,,,10.09,,
run 10min 57sec 75.9m gain 1.77 km kcal155,Run,,155,1.77,km,657000,75.9,371.19,,,9.7,,
treadmill bpm154 1h 11min 33sec 9154steps km9.33,Treadmill,154,,9.33,km,4293000,,460.13,,,7.82,9154,
run 1.35km kcal95 8.4,Run,,95,1.35,km,504000,,373.33,,,9.64,,
run b143 42min 584kcal k8.11,Run,143,584,8.11,km,2520000,,310.73,,,11.59,,
walk steps2.15k 205kcal 21min 20sec elev81.79m 110 bpm,Walk,110,205,,,1280000,81.79,,,,,2150,
treadmill steps4656 56min 32sec 761kcal m3510 b153 elev1.83m,Treadmill,153,761,3.51,km,3392000,1.83,966.38,,,3.73,4656,
walk 182kcal 21min 20sec 108hr gain9.14m 2.32k steps,Walk,108,182,,,1280000,9.14,,,,,2320,
run km1.96 1969 steps 1426s,Run,,,1.96,km,1426000,,727.55,,,4.95,1969,
run 3168s 9.75k,Run,,,9.75,km,3168000,,324.92,,,11.08,,
aerobic workout step12119 b116 1301kcal 2h 7min 9sec,Aerobic Workout,116,1301,,,7629000,,,,,,12119,
treadmill 1254kcal 160.6 k10.35,Treadmill,,1254,10.35,km,9636000,,931.01,,,3.87,,
run steps8.25k 8.84 km 857kcal 1h22m19s,Run,,857,8.84,km,4939000,,558.71,,,6.44,8250,
run 127b kcal106 12.6 mi0.71,Run,127,106,1.14,km,756000,,661.63,,,5.44,,
treadmill 100.6 km8.59 up1.22m kcal807 143b step9122,Treadmill,143,807,8.59,km,6036000,1.22,702.68,,,5.12,9122,
run m390 3.9,Run,,,0.39,km,234000,,600,,,6,,
walk avg109 2357steps 1485s,Walk,109,,,,1485000,,,,,,2357,
treadmill kcal702 50.5min step7693,Treadmill,,702,,,3030000,,,,,,7693,
treadmill m3360 3251steps 44.4,Treadmill,,,3.36,km,2664000,,792.86,,,4.54,3251,
run up58.52m 1.87 km sec1101 hr120,Run,120,,1.87,km,1101000,58.52,588.77,,,6.11,,
walk 47.8min 358kcal steps4.06k,Walk,,358,,,2868000,,,,,,4060,
run 1.94km 15.2min 1978steps b134,Run,134,,1.94,km,912000,,470.1,,,7.66,1978,
treadmill kcal1470 127bpm min136 10940m,Treadmill,127,1470,10.94,km,8160000,,745.89,,,4.83,,
run 16.5 1.5 km kcal137 up9.14m step1618 128 bpm,Run,128,137,1.5,km,990000,9.14,660,,,5.45,1618,
walk steps7.54k 82.8min elev6.1m kcal661,Walk,,661,,,4968000,6.1,,,,,7540,
treadmill 56.9 +7.01m km7.28 steps7481 b152 kcal809,Treadmill,152,809,7.28,km,3414000,7.01,468.96,,,7.68,7481,
walk 110hr 22m11s,Walk,110,,,,1331000,,,,,,,
treadmill k5.11 1h10m28s,Treadmill,,,5.11,km,4228000,,827.4,,,4.35,,
walk 20.5 hr101 2178 steps kcal167,Walk,101,167,,,1230000,,,,,,2178,
run 767kcal 58min,Run,,767,,,3480000,,,,,,,
walk steps1.84k 22.2min,Walk,,,,,1332000,,,,,,1840,
treadmill up24.99m mi6.1 62min,Treadmill,,,9.82,km,3720000,24.99,378.93,,,9.5,,
treadmill steps10122 2h16m32s 1241kcal,Treadmill,,1241,,,8192000,,,,,,10122,
walk steps1177 kcal146 16.2 110b +30.48m,Walk,110,146,,,972000,30.48,,,,,1177,
walk 158kcal 1.87ksteps b105 19 min,Walk,105,158,,,1140000,,,,,,1870,
run 10.86 km 9794 steps 92.6 avg124 up328.88m 993kcal,Run,124,993,10.86,km,5556000,328.88,511.6,,,7.04,9794,
aerobic workout 118hr 73.4 steps7036,Aerobic Workout,118,,,,4404000,,,,,,7036,
sport 113hr kcal478 48m15s,Sport,113,478,,,2895000,,,,,,,
swim 1h 43min 16sec m3180 kcal713,Swim,,713,3.18,km,6196000,,1948.43,,,1.85,,
treadmill 4.58km kcal569 steps5185 47m17s,Treadmill,,569,4.58,km,2837000,,619.43,,,5.81,5185,
run 137bpm 1894 steps mi1.13 12.6min,Run,137,,1.82,km,756000,,415.71,,,8.66,1894,
treadmill sec3070 b128 3.09ksteps 370kcal 2.3 km,Treadmill,128,370,2.3,km,3070000,,1334.78,,,2.7,3090,
run 9.6min steps1.47k gain7.32m 141 bpm kcal134 1.73km,Run,141,134,1.73,km,576000,7.32,332.95,,,10.81,1470,
treadmill 10.02 km 9721 steps 1h9m37s up7.93m kcal892 137hr,Treadmill,137,892,10.02,km,4177000,7.93,416.87,,,8.64,9721,
walk up88.39m 228kcal min22 hr114,Walk,114,228,,,1320000,88.39,,,,,,
treadmill 463kcal 2.86 km 41.7min,Treadmill,,463,2.86,km,2502000,,874.83,,,4.12,,
run 863sec km1.52,Run,,,1.52,km,863000,,567.76,,,6.34,,
walk 2.58ksteps 25 min 88.39m gain 243kcal hr104,Walk,104,243,,,1500000,88.39,,,,,2580,
aerobic workout kcal1062 118 bpm 101.6min,Aerobic Workout,118,1062,,,6096000,,,,,,,
treadmill b135 5.46mi 9071steps 890kcal,Treadmill,135,890,8.79,km,,,,,,,9071,
walk 2.67k steps 24.8,Walk,,,,,1488000,,,,,,2670,
treadmill 4010 m 61 min elev1.22m avg131,Treadmill,131,,4.01,km,3660000,1.22,912.72,,,3.94,,
walk avg103 1639sec up9.14m,Walk,103,,,,1639000,9.14,,,,,,
walk step2359 up9.14m 22min 12sec 179kcal,Walk,,179,,,1332000,9.14,,,,,2359,
walk steps2211 kcal218 hr111 21.3,Walk,111,218,,,1278000,,,,,,2211,
run 313sec 0.52 km 106hr kcal46 604 steps,Run,106,46,0.52,km,313000,,601.92,,,5.98,604,
walk 19m38s gain3.05m,Walk,,,,,1178000,3.05,,,,,,
run up150.88m 148 bpm 43.2min kcal615,Run,148,615,,,2592000,150.88,,,,,,
treadmill 8.14k 1h 2min 21sec,Treadmill,,,8.14,km,3741000,,459.58,,,7.83,,
swim sec5939 3.1km,Swim,,,3.1,km,5939000,,1915.81,,,1.88,,
sport 1732steps bpm113 kcal211 21.3min,Sport,113,211,,,1278000,,,,,,1732,
run 11670 m steps10472 74.1min,Run,,,11.67,km,4446000,,380.98,,,9.45,10472,
walk 38m24s 97 bpm kcal319,Walk,97,319,,,2304000,,,,,,,
treadmill kcal675 bpm137 min57,Treadmill,137,675,,,3420000,,,,,,,
run 439.22m gain 13.44k steps 1127kcal 130hr 1h41m24s 8.98mi,Run,130,1127,14.45,km,6084000,439.22,420.98,,,8.55,13440,
run 797kcal 60 k10.93 hr142,Run,142,797,10.93,km,3600000,,329.37,,,10.93,,
run 1h43m58s kcal1176 16.33 km up524.56m,Run,,1176,16.33,km,6238000,524.56,382,,,9.42,,
treadmill 10300m gain2.74m steps9379 kcal819 135bpm 1h4m29s,Treadmill,135,819,10.3,km,3869000,2.74,375.63,,,9.58,9379,
sport 122min 107 bpm,Sport,107,,,,7320000,,,,,,,
run k10.08 sec3393,Run,,,10.08,km,3393000,,336.61,,,10.69,,
run 80 min 15.04km hr146 kcal1147,Run,146,1147,15.04,km,4800000,,319.15,,,11.28,,
walk +103.63m step3991 2509sec,Walk,,,,,2509000,103.63,,,,,3991,
treadmill 11171 steps 11.94 km kcal1253,Treadmill,,1253,11.94,km,,,,,,,11171,
treadmill 55min 10sec 139 bpm 7997steps 8.89 km,Treadmill,139,,8.89,km,3310000,,372.33,,,9.67,7997,
run step10036 1h 5min 33sec kcal899,Run,,899,,,3933000,,,,,,10036,
treadmill elev6.71m 52.1min 8.91 km,Treadmill,,,8.91,km,3126000,6.71,350.84,,,10.26,,
run 20190m 109.6min,Run,,,20.19,km,6576000,,325.71,,,11.05,,
run b146 2h8m42s k21.2,Run,146,,21.2,km,7722000,,364.25,,,9.88,,
walk step2107 181kcal 22.2 b99,Walk,99,181,,,1332000,,,,,,2107,
walk 96bpm 1h27m40s 575kcal,Walk,96,575,,,5260000,,,,,,,
walk 973sec bpm101 kcal137,Walk,101,137,,,973000,,,,,,,
walk 1.58k steps 17min 4sec +6.1m 156kcal 105hr,Walk,105,156,,,1024000,6.1,,,,,1580,
walk 113bpm 15m22s 1.51ksteps elev12.19m,Walk,113,,,,922000,12.19,,,,,1510,
walk kcal240 b102 2.45ksteps 12.19m gain sec1895,Walk,102,240,,,1895000,12.19,,,,,2450,
walk 3.3k steps elev30.48m 32.4min kcal310 109b,Walk,109,310,,,1944000,30.48,,,,,3300,
walk 2034steps hr103 20.5,Walk,103,,,,1230000,,,,,,2034,
walk kcal121 steps1.19k 17min,Walk,,121,,,1020000,,,,,,1190,
run gain2.13m 39.6 km5.6,Run,,,5.6,km,2376000,2.13,424.29,,,8.48,,
walk 18min 47sec 103 bpm,Walk,103,,,,1127000,,,,,,,
walk 164kcal bpm111 19.6min steps1.37k,Walk,111,164,,,1176000,,,,,,1370,
walk 17m4s kcal124 b97,Walk,97,124,,,1024000,,,,,,,
walk 17min 1478 steps kcal126 hr102,Walk,102,126,,,1020000,,,,,,1478,
walk steps1366 18 min,Walk,,,,,1080000,,,,,,1366,
walk 16 min 1603steps hr108 141kcal 12.19m gain,Walk,108,141,,,960000,12.19,,,,,1603,
walk 1.44ksteps 15.24m gain 149kcal 17min 4sec,Walk,,149,,,1024000,15.24,,,,,1440,
walk steps1.98k 212kcal 34m8s b95,Walk,95,212,,,2048000,,,,,,1980,
walk 50m21s 360kcal,Walk,,360,,,3021000,,,,,,,
walk 6.1m gain 23.1 173kcal 108b 1657steps,Walk,108,173,,,1386000,6.1,,,,,1657,
walk 29m1s 98hr,Walk,98,,,,1741000,,,,,,,
run step5115 3.91 km 166b up1.22m 2594sec kcal565,Run,166,565,3.91,km,2594000,1.22,663.43,,,5.43,5115,
walk bpm100 19m38s +9.14m,Walk,100,,,,1178000,9.14,,,,,,
walk kcal126 15.4 hr106 elev3.05m steps1465,Walk,106,126,,,924000,3.05,,,,,1465,
walk 16 min elev12.19m,Walk,,,,,960000,12.19,,,,,,
walk 25m36s b101,Walk,101,,,,1536000,,,,,,,
walk step4826 52min up21.34m 602kcal b129,Walk,129,602,,,3120000,21.34,,,,,4826,
aerobic workout bpm127 1156 steps 167kcal 15min 22sec,Aerobic Workout,127,167,,,922000,,,,,,1156,
walk 20 min kcal164,Walk,,164,,,1200000,,,,,,,
walk sec6144 kcal726 96hr +33.53m 8.5k steps,Walk,96,726,,,6144000,33.53,,,,,8500,
walk step6847 1h18m30s hr101 635kcal,Walk,101,635,,,4710000,,,,,,6847,
walk min19 111b 182kcal,Walk,111,182,,,1140000,,,,,,,
walk sec1024 steps1.32k 154kcal,Walk,,154,,,1024000,,,,,,1320,
walk bpm113 1739steps 171kcal sec1075,Walk,113,171,,,1075000,,,,,,1739,
walk 1h 2min 18sec +36.58m,Walk,,,,,3738000,36.58,,,,,,
walk 101bpm 32 min,Walk,101,,,,1920000,,,,,,,
walk 22min 12sec 217kcal b111 up24.38m 2390steps,Walk,111,217,,,1332000,24.38,,,,,2390,
walk elev42.67m 17.1 155kcal step1527,Walk,,155,,,1026000,42.67,,,,,1527,
walk 257kcal 2.48k steps sec1638,Walk,,257,,,1638000,,,,,,2480,
aerobic workout 29m1s b125 steps3.01k 328kcal,Aerobic Workout,125,328,,,1741000,,,,,,3010,
walk sec1024 b94,Walk,94,,,,1024000,,,,,,,
walk hr106 2041 steps kcal214 min26 up6.1m,Walk,106,214,,,1560000,6.1,,,,,2041,
walk 2585steps 27.3 avg120 291kcal up3.05m,Walk,120,291,,,1638000,3.05,,,,,2585,
walk 104bpm steps1.31k 15m21s,Walk,104,,,,921000,,,,,,1310,
walk up3.05m 2.96ksteps 33m17s 100hr kcal266,Walk,100,266,,,1997000,3.05,,,,,2960,
walk 25.6min elev3.05m 1.77ksteps 179kcal,Walk,,179,,,1536000,3.05,,,,,1770,
aerobic workout 36.7min 128 bpm,Aerobic Workout,128,,,,2202000,,,,,,,
aerobic workout 121hr steps3725 35min kcal364,Aerobic Workout,121,364,,,2100000,,,,,,3725,
walk +6.1m 15m21s 135kcal 112hr steps1.34k,Walk,112,135,,,921000,6.1,,,,,1340,
walk 1.84ksteps 18.8min b107,Walk,107,,,,1128000,,,,,,1840,
walk 134kcal 105hr step1636 16.2min,Walk,105,134,,,972000,,,,,,1636,
walk 922s 108kcal,Walk,,108,,,922000,,,,,,,
walk 29m1s 30.48m gain 218kcal,Walk,,218,,,1741000,30.48,,,,,,
walk 2h 17min 23sec 107 bpm kcal1247,Walk,107,1247,,,8243000,,,,,,,
walk steps4k 43min 31sec elev39.62m,Walk,,,,,2611000,39.62,,,,,4000,
treadmill m4870 30min 38sec,Treadmill,,,4.87,km,1838000,,377.41,,,9.54,,
walk kcal106 1415 steps 18m47s,Walk,,106,,,1127000,,,,,,1415,
walk min18 up33.53m kcal120 117hr,Walk,117,120,,,1080000,33.53,,,,,,
walk 103b 29 min 21.34m gain,Walk,103,,,,1740000,21.34,,,,,,
treadmill 1136 steps min7 1.12km,Treadmill,,,1.12,km,420000,,375,,,9.6,1136,
run elev37.49m kcal307 168 bpm 26m46s,Run,168,307,,,1606000,37.49,,,,,,
walk 177kcal +27.43m bpm120 2.85ksteps 26 min,Walk,120,177,,,1560000,27.43,,,,,2850,
walk 92kcal 17.9min b101 up18.29m,Walk,101,92,,,1074000,18.29,,,,,,
treadmill 12 min 1.14 mi steps1.85k 114kcal,Treadmill,,114,1.83,km,720000,,392.44,,,9.17,1850,
walk 104kcal elev27.43m 1.51ksteps bpm109 1126sec,Walk,109,104,,,1126000,27.43,,,,,1510,
walk 95kcal bpm100 gain9.14m 22m12s 1.32ksteps,Walk,100,95,,,1332000,9.14,,,,,1320,
walk 137kcal 1683steps 19min 38sec,Walk,,137,,,1178000,,,,,,1683,
walk 2998 steps 46 min 95 bpm 206kcal,Walk,95,206,,,2760000,,,,,,2998,
aerobic workout 1076sec 1.03ksteps b116 kcal98,Aerobic Workout,116,98,,,1076000,,,,,,1030,
walk b109 25min 37sec steps1.93k,Walk,109,,,,1537000,,,,,,1930,
walk elev24.38m hr109 23m54s,Walk,109,,,,1434000,24.38,,,,,,
treadmill 880m hr156 5m34s steps895 kcal49,Treadmill,156,49,0.88,km,334000,,379.55,,,9.49,895,
walk 101kcal min19,Walk,,101,,,1140000,,,,,,,
walk steps1.78k 149kcal 146b 1024s,Walk,146,149,,,1024000,,,,,,1780,
walk 132kcal 1844 steps 28min 10sec +6.71m,Walk,,132,,,1690000,6.71,,,,,1844,
treadmill kcal212 2.87k hr174 17m38s,Treadmill,174,212,2.87,km,1058000,,368.64,,,9.77,,
walk 2.42k steps 110bpm 28.2 160kcal,Walk,110,160,,,1692000,,,,,,2420,
walk 113 bpm 2049steps 29min 52sec,Walk,113,,,,1792000,,,,,,2049,
walk 1.44k steps 20min 105b,Walk,105,,,,1200000,,,,,,1440,
treadmill gain0.61m 0.85 km kcal47 steps891 6min 150hr,Treadmill,150,47,0.85,km,360000,0.61,423.53,,,8.5,891,
walk 18m46s avg103,Walk,103,,,,1126000,,,,,,,
walk 1127s kcal100,Walk,,100,,,1127000,,,,,,,
walk min26 119kcal,Walk,,119,,,1560000,,,,,,,
walk 27.3min 30.48m gain kcal141,Walk,,141,,,1638000,30.48,,,,,,
walk kcal105 19min 38sec,Walk,,105,,,1178000,,,,,,,
treadmill kcal128 1.89k 159b 737sec,Treadmill,159,128,1.89,km,737000,,389.95,,,9.23,,
walk 99kcal 107 bpm 17.9min,Walk,107,99,,,1074000,,,,,,,
walk avg108 steps1.49k 111kcal gain18.29m 1280s,Walk,108,111,,,1280000,18.29,,,,,1490,
walk 111 bpm steps2.66k 172kcal 25.6,Walk,111,172,,,1536000,,,,,,2660,
walk b108 36.7min +39.62m 182kcal,Walk,108,182,,,2202000,39.62,,,,,,
walk 102b 2.36k steps 27.3 kcal140 elev9.14m,Walk,102,140,,,1638000,9.14,,,,,2360,
walk 105hr min22,Walk,105,,,,1320000,,,,,,,
treadmill 3.04 mi kcal339 30.3min 5.18m gain,Treadmill,,339,4.89,km,1818000,5.18,371.6,,,9.69,,
walk 18m46s 102bpm,Walk,102,,,,1126000,,,,,,,
treadmill 2.87mi kcal351 150bpm 40 min,Treadmill,150,351,4.62,km,2400000,,519.61,,,6.93,,
walk 91kcal min17 steps1.33k,Walk,,91,,,1020000,,,,,,1330,
walk 1h19m22s 96bpm elev24.38m,Walk,96,,,,4762000,24.38,,,,,,
walk 2969sec steps3.28k,Walk,,,,,2969000,,,,,,3280,
walk 26 min kcal151,Walk,,151,,,1560000,,,,,,,
walk kcal347 1h 7min 25sec,Walk,,347,,,4045000,,,,,,,
walk 107b 16m13s,Walk,107,,,,973000,,,,,,,
walk 82kcal bpm106 gain12.19m 17m4s,Walk,106,82,,,1024000,12.19,,,,,,
walk 168kcal 29.9 b105 2.7k steps,Walk,105,168,,,1794000,,,,,,2700,
walk elev21.34m 107kcal 22min 11sec 104b step1507,Walk,104,107,,,1331000,21.34,,,,,1507,
walk 1997sec 106 bpm,Walk,106,,,,1997000,,,,,,,
walk 18m47s up9.14m,Walk,,,,,1127000,9.14,,,,,,
walk 29.9min b108 step1878 143kcal,Walk,108,143,,,1794000,,,,,,1878,
walk min32 1602 steps,Walk,,,,,1920000,,,,,,1602,
walk gain12.19m 27min 19sec,Walk,,,,,1639000,12.19,,,,,,
walk min50 kcal240 103bpm,Walk,103,240,,,3000000,,,,,,,
walk 103hr 2918s steps2.84k 214kcal,Walk,103,214,,,2918000,,,,,,2840,
outdoor bike 141kcal 33.3min b106,Outdoor Bike,106,141,,,1998000,,,,,,,
walk 134kcal 109 bpm sec1331 2.14ksteps,Walk,109,134,,,1331000,,,,,,2140,
swim m780 min61 178kcal,Swim,,178,0.78,km,3660000,,4692.31,,,0.77,,
walk 37.5min b118 kcal249 112.78m gain,Walk,118,249,,,2250000,112.78,,,,,,
treadmill 4.75ksteps 4.73km sec1796 174bpm,Treadmill,174,,4.73,km,1796000,,379.7,,,9.48,4750,
walk 18min 47sec 110kcal +21.34m 114bpm steps1.56k,Walk,114,110,,,1127000,21.34,,,,,1560,
walk 1h 35min 35sec step9186 hr108 kcal553,Walk,108,553,,,5735000,,,,,,9186,
walk 18.29m gain 34.1min kcal166 2.51ksteps 104bpm,Walk,104,166,,,2046000,18.29,,,,,2510,
treadmill 30.1min 4.78k b177,Treadmill,177,,4.78,km,1806000,,377.82,,,9.53,,
walk 151kcal steps2.3k 29 min,Walk,,151,,,1740000,,,,,,2300,
walk steps1.35k 89kcal sec1127 b100,Walk,100,89,,,1127000,,,,,,1350,
walk hr120 106kcal 17min 56sec,Walk,120,106,,,1076000,,,,,,,
walk 1895s 181kcal step3038,Walk,,181,,,1895000,,,,,,3038,
walk 23min 2sec b102 kcal112,Walk,102,112,,,1382000,,,,,,,
walk 92kcal avg109 sec922 steps1.48k,Walk,109,92,,,922000,,,,,,1480,
walk kcal111 19.6min bpm110,Walk,110,111,,,1176000,,,,,,,
walk 2.52k steps 26min 119bpm 162kcal,Walk,119,162,,,1560000,,,,,,2520,
walk +21.34m 110b 106kcal 20m29s 1428steps,Walk,110,106,,,1229000,21.34,,,,,1428,
treadmill 22 kcal228 2.11 mi bpm161,Treadmill,161,228,3.4,km,1320000,,388.73,,,9.26,,
walk elev24.38m 20m29s 1476steps,Walk,,,,,1229000,24.38,,,,,1476,
walk 1383s avg107 139kcal,Walk,107,139,,,1383000,,,,,,,
treadmill 1255sec 2.04mi,Treadmill,,,3.28,km,1255000,,382.27,,,9.42,,
walk 105hr 1229s kcal99 +18.44m,Walk,105,99,,,1229000,18.44,,,,,,
walk 100kcal gain9.14m 20min 29sec 1.32k steps bpm107,Walk,107,100,,,1229000,9.14,,,,,1320,
walk kcal128 22 min 114 bpm elev6.2m,Walk,114,128,,,1320000,6.2,,,,,,
walk 46m5s 221kcal,Walk,,221,,,2765000,,,,,,,
walk 188kcal steps3053 21.34m gain 1895sec 105 bpm,Walk,105,188,,,1895000,21.34,,,,,3053,
walk kcal108 1177s,Walk,,108,,,1177000,,,,,,,
