"activityName","averageHeartRate","calories","distance","distanceUnit","duration","elevationGain","pace","poolLength","poolLengthUnit","speed","steps","swimLengths"
"Walk",99,429,,,4147000,0,,,,,4982,
"Walk",104,160,,,1178000,24.38,,,,,1970,
"Walk",118,294,,,2151000,36.58,,,,,3118,
"Walk",90,154,,,1331000,0,,,,,2206,
"Walk",103,157,,,1177000,24.38,,,,,2053,
"Walk",110,185,,,1331000,27.43,,,,,2480,
"Walk",149,178,,,973000,15.24,,,,,1726,
"Walk",103,208,,,1639000,27.43,,,,,2555,
"Walk",105,180,,,1280000,27.43,,,,,2402,
"Walk",128,286,,,1792000,30.48,,,,,2740,
"Walk",121,201,,,1332000,24.38,,,,,2364,
"Walk",108,194,,,1638000,15.24,,,,,2262,
"Walk",109,225,,,1792000,24.23,,,,,2705,
"Walk",106,183,,,1434000,24.38,,,,,2547,
"Walk",112,205,,,1587000,30.48,,,,,2623,
"Walk",125,184,,,1280000,6.1,,,,,2332,
"Walk",102,164,,,1382000,34.44,,,,,2163,
"Walk",100,182,,,1383000,24.38,,,,,2453,
"Walk",105,316,,,2816000,36.58,,,,,3588,
"Walk",122,298,,,2305000,24.38,,,,,3304,
"Walk",109,190,,,1382000,3.05,,,,,2589,
"Walk",120,166,,,1127000,24.38,,,,,2091,
"Walk",115,119,,,921000,27.43,,,,,1360,
"Walk",117,210,,,1485000,27.43,,,,,2533,
"Treadmill",144,562,6.17,"Kilometer",4498000,7.93,,,,7.29,7103,
"Walk",107,234,,,1997000,29.97,,,,,3019,
"Walk",121,211,,,1536000,9.14,,,,,2529,
"Walk",113,118,,,921000,24.38,,,,,1467,
"Walk",87,140,,,1229000,12.19,,,,,1908,
"Walk",111,212,,,1638000,27.43,,,,,2803,
"Walk",105,180,,,1331000,24.38,,,,,2418,
"Walk",107,190,,,1536000,15.24,,,,,2576,
"Walk",96,123,,,1024000,3.05,,,,,1832,
"Walk",95,122,,,973000,21.34,,,,,1705,
"Walk",105,173,,,1229000,24.38,,,,,2303,
"Walk",105,210,,,1639000,9.14,,,,,2546,
"Walk",99,187,,,1382000,24.38,,,,,2513,
"Walk",100,238,,,2150000,36.58,,,,,2969,
"Walk",113,197,,,1485000,24.38,,,,,2652,
"Walk",103,177,,,1434000,24.38,,,,,2336,
"Walk",115,219,,,1536000,36.58,,,,,2696,
"Walk",111,173,,,1433000,3.05,,,,,2359,
"Walk",106,159,,,1382000,6.1,,,,,2018,
"Walk",102,323,,,2868000,48.77,,,,,4203,
"Walk",108,160,,,1434000,0,,,,,2292,
"Walk",97,153,,,1536000,0,,,,,1947,
"Walk",98,395,,,3533000,45.72,,,,,5466,
"Walk",96,800,,,6912000,109.73,,,,,11606,
"Walk",89,807,,,8090000,94.49,,,,,11128,
"Walk",100,323,,,2662000,60.66,,,,,4643,
"Run",139,395,5.29,"Kilometer",3653000,97.23,424.4,,,8.48,6129,
"Walk",109,170,,,1281000,15.24,,,,,2333,
"Walk",130,177,,,1178000,0,,,,,1993,
"Walk",106,168,,,1280000,118.87,,,,,1626,
"Walk",111,100,,,973000,9.14,,,,,1531,
"Walk",106,257,,,2406000,6.1,,,,,3377,
"Walk",111,156,,,1229000,21.34,,,,,1980,
"Walk",104,192,,,1844000,21.34,,,,,2495,
"Walk",97,157,,,1281000,24.38,,,,,2224,
"Run",161,279,4.42,"Kilometer",2014000,32,319.06,,,11.28,4095,
"Walk",113,205,,,1690000,39.62,,,,,2473,
"Walk",103,181,,,1536000,24.38,,,,,2649,
"Treadmill",140,268,4.34,"Kilometer",1586000,0.61,,,,10.21,4033,
"Walk",109,172,,,1383000,57.91,,,,,2244,
"Walk",114,166,,,1178000,6.1,,,,,2240,
"Walk",108,335,,,2714000,42.67,,,,,4158,
"Run",154,270,4.08,"Kilometer",2286000,31.09,347.89,,,10.35,4082,
"Walk",113,226,,,1945000,18.29,,,,,2934,
"Walk",100,111,,,1178000,3.05,,,,,1483,
"Walk",104,170,,,1280000,24.38,,,,,2310,
"Walk",119,201,,,1434000,24.38,,,,,2550,
"Walk",111,268,,,2150000,24.38,,,,,3227,
"Walk",103,163,,,1331000,12.19,,,,,2388,
"Walk",106,246,,,1946000,42.67,,,,,3305,
"Run",166,276,3.8,"Kilometer",2133000,36.27,359.47,,,10.01,3967,
"Walk",109,239,,,1945000,30.48,,,,,3085,
"Run",141,667,9.99,"Kilometer",5569000,96.62,382.61,,,9.41,10472,
"Walk",101,609,,,5223000,207.26,,,,,8990,
"Walk",100,170,,,1331000,21.34,,,,,2350,
"Walk",101,176,,,1434000,12.19,,,,,2296,
"Walk",110,179,,,1332000,21.34,,,,,2351,
"Treadmill",153,479,6.11,"Kilometer",3715000,9.75,,,,9.16,6389,
"Walk",104,167,,,1382000,24.38,,,,,2272,
"Walk",105,186,,,1383000,24.38,,,,,2541,
"Walk",98,297,,,2714000,51.82,,,,,3873,
"Run",146,316,4.49,"Kilometer",2266000,40.84,374.52,,,9.61,4748,
"Walk",111,194,,,1433000,27.43,,,,,2583,
"Walk",106,218,,,1639000,30.48,,,,,2620,
"Run",149,315,4.41,"Kilometer",2337000,46.63,377.25,,,9.54,4723,
"Walk",95,641,,,5734000,109.73,,,,,9431,
"Walk",100,175,,,1382000,27.43,,,,,2420,
"Treadmill",140,180,2.48,"Kilometer",1008000,0,,,,8.88,2658,
"Walk",98,214,,,1997000,24.38,,,,,2784,
"Run",145,649,9.11,"Kilometer",6545000,60.05,391.67,,,9.19,10089,
"Walk",114,118,,,921000,9.14,,,,,1723,
"Walk",102,110,,,973000,12.19,,,,,1665,
"Walk",93,196,,,1843000,21.34,,,,,2733,
"Walk",105,139,,,1127000,12.19,,,,,1930,
"Walk",101,161,,,1433000,6.1,,,,,2407,
"Walk",97,178,,,1434000,30.48,,,,,2425,
"Run",142,311,5.29,"Kilometer",2574000,46.63,318.92,,,11.29,4892,
"Walk",98,177,,,1536000,21.34,,,,,2599,
"Walk",88,217,,,2150000,30.48,,,,,2851,
"Walk",116,167,,,1177000,12.19,,,,,2205,
"Treadmill",150,446,6.55,"Kilometer",3102000,111.56,,,,10.32,6324,
"Walk",105,186,,,1485000,30.48,,,,,2541,
"Walk",159,199,,,1076000,0,,,,,1890,
"Walk",114,154,,,1177000,0,,,,,2102,
"Run",148,365,5.04,"Kilometer",2702000,62.79,369.28,,,9.75,5067,
"Run",140,306,4.94,"Kilometer",2661000,64.31,357.01,,,10.08,4971,
"Walk",107,121,,,973000,24.38,,,,,1662,
"Walk",100,134,,,1076000,12.19,,,,,1848,
"Walk",123,181,,,1177000,27.43,,,,,2058,
"Walk",124,152,,,1075000,3.05,,,,,1893,
"Walk",89,158,,,1382000,18.29,,,,,2240,
"Walk",93,253,,,2765000,30.48,,,,,3363,
"Run",143,216,3.19,"Kilometer",1876000,24.99,361.73,,,9.95,3239,
"Walk",97,217,,,1946000,21.34,,,,,3042,
"Walk",94,208,,,1690000,24.38,,,,,2806,
"Run",152,333,4.73,"Kilometer",2473000,48.77,353.39,,,10.19,4755,
"Walk",100,166,,,1331000,30.48,,,,,2369,
"Walk",89,155,,,1331000,21.34,,,,,2227,
"Walk",101,125,,,1075000,36.58,,,,,1654,
"Treadmill",148,561,7.59,"Kilometer",3862000,21.95,,,,9.77,7659,
"Walk",109,174,,,1434000,12.19,,,,,2282,
"Walk",110,152,,,1229000,3.05,,,,,2206,
"Walk",108,270,,,2304000,27.43,,,,,3156,
"Walk",93,227,,,1996000,30.48,,,,,3090,
"Walk",96,116,,,1075000,39.62,,,,,1546,
"Yoga",82,104,,,4343000,484.94,,,,,9,
"Walk",96,302,,,2560000,39.62,,,,,4487,
"Walk",104,192,,,1560000,18.29,,,,,2678,
"Walk",113,201,,,1536000,30.48,,,,,2673,
"Walk",93,611,,,5325000,42.67,,,,,9028,
"Walk",93,222,,,1997000,27.43,,,,,3162,
"Walk",96,173,,,1280000,24.38,,,,,2342,
"Walk",101,125,,,1076000,9.14,,,,,1800,
"Walk",94,174,,,1639000,15.24,,,,,2423,
"Walk",110,168,,,1280000,6.1,,,,,2333,
"Treadmill",141,408,5.86,"Kilometer",2971000,36.88,,,,9.24,6283,
"Walk",115,142,,,1024000,0,,,,,1791,
"Walk",103,192,,,1536000,27.43,,,,,2534,
"Walk",175,215,,,1024000,6.1,,,,,2004,
"Walk",113,177,,,1331000,0,,,,,2259,
"Walk",98,144,,,1434000,9.14,,,,,1846,
"Run",140,538,7.2,"Kilometer",4112000,24.69,401.16,,,8.97,8088,
"Walk",87,152,,,1280000,0,,,,,2225,
"Run",147,518,7.15,"Kilometer",4940000,40.84,397.1,,,9.07,8057,
"Walk",100,375,,,3840000,12.19,,,,,4790,
"Walk",98,234,,,2458000,39.62,,,,,3038,
"Walk",102,112,,,1024000,0,,,,,1584,
"Walk",100,113,,,973000,0,,,,,1569,
"Walk",88,382,,,4147000,6.1,,,,,5227,
"Walk",103,179,,,1587000,18.29,,,,,2395,
"Walk",92,123,,,1178000,0,,,,,1802,
"Walk",112,175,,,1331000,27.43,,,,,2279,
"Walk",93,193,,,1843000,21.34,,,,,2593,
"Walk",109,172,,,1280000,27.43,,,,,2345,
"Treadmill",153,443,5.65,"Kilometer",2914000,27.13,,,,8.83,6344,
"Walk",125,135,,,921000,15.24,,,,,1537,
"Walk",105,117,,,972000,18.29,,,,,1625,
"Walk",95,296,,,2611000,42.67,,,,,4282,
"Walk",99,176,,,1536000,24.38,,,,,2477,
"Walk",96,212,,,2048000,27.43,,,,,2783,
"Walk",100,156,,,1229000,6.1,,,,,2221,
"Walk",107,147,,,1127000,30.48,,,,,1960,
"Walk",91,159,,,1228000,33.53,,,,,2169,
"Walk",123,143,,,973000,7.16,,,,,1848,
"Run",147,508,6.94,"Kilometer",3849000,82.3,394.7,,,9.12,7925,
"Outdoor Bike",90,116,,,1741000,3.05,,,,,,
"Walk",106,144,,,1126000,27.43,,,,,1963,
"Walk",106,143,,,1126000,27.43,,,,,1984,
"Walk",97,180,,,1587000,45.72,,,,,2262,
"Walk",100,173,,,1280000,24.38,,,,,2359,
"Treadmill",145,458,6.03,"Kilometer",3468000,199.64,,,,8.28,6846,
"Walk",95,225,,,1997000,36.58,,,,,3051,
"Walk",91,268,,,2458000,36.58,,,,,3664,
"Walk",110,184,,,1433000,21.34,,,,,2420,
"Walk",93,215,,,2202000,33.53,,,,,2614,
"Run",155,337,4.36,"Kilometer",2213000,45.42,380.01,,,9.47,4704,
"Walk",92,540,,,4352000,64.01,,,,,7524,
"Run",149,335,4.21,"Kilometer",2330000,54.25,408.66,,,8.81,4889,
"Run",136,206,3.02,"Kilometer",2226000,26.82,412.45,,,8.73,3479,
"Run",149,223,2.92,"Kilometer",2147000,24.38,415.6,,,8.66,3412,
"Walk",94,247,,,1945000,21.34,,,,,3519,
"Walk",94,255,,,2253000,27.43,,,,,3606,
"Walk",106,178,,,1382000,27.43,,,,,2354,
"Walk",99,161,,,1690000,18.29,,,,,1975,
"Walk",101,247,,,2304000,30.48,,,,,3034,
"Walk",99,171,,,1280000,27.43,,,,,2354,
"Walk",106,194,,,1485000,30.48,,,,,2546,
"Run",154,325,3.99,"Kilometer",2321000,50.29,417.14,,,8.63,4751,
"Walk",102,187,,,1434000,24.38,,,,,2424,
"Walk",87,210,,,1843000,24.38,,,,,2849,
"Walk",101,192,,,1588000,24.38,,,,,2449,
"Treadmill",142,514,6.49,"Kilometer",4175000,136.55,,,,8.08,7784,
"Walk",96,215,,,1792000,124.97,,,,,2775,
"Walk",87,327,,,3533000,48.77,,,,,4241,
"Run",143,317,4.33,"Kilometer",2667000,71.32,425.77,,,8.46,5269,
"Walk",106,185,,,1383000,24.38,,,,,2500,
"Treadmill",145,640,7.74,"Kilometer",4979000,238.66,,,,8.02,9498,
"Walk",100,233,,,2099000,64.01,,,,,2745,
"Walk",91,194,,,1792000,27.43,,,,,2556,
"Walk",105,119,,,921000,9.14,,,,,1569,
"Walk",90,346,,,3328000,30.48,,,,,4610,
"Walk",96,166,,,1332000,20.98,,,,,2401,
"Walk",95,210,,,1638000,6.1,,,,,3067,
"Walk",98,224,,,1792000,33.53,,,,,3079,
"Walk",111,136,,,1076000,3.05,,,,,1978,
"Walk",100,203,,,2099000,12.19,,,,,2537,
"Run",142,638,8.2,"Kilometer",4393000,78.94,417.09,,,8.63,9305,
"Walk",90,397,,,3430000,15.24,,,,,5833,
"Run",137,293,4.29,"Kilometer",2705000,45.72,409.69,,,8.79,4979,
"Walk",99,435,,,3993000,15.24,,,,,5947,
"Walk",101,97,,,921000,0,,,,,1257,
"Walk",112,144,,,1075000,18.29,,,,,1852,
"Walk",110,161,,,1229000,3.05,,,,,2120,
"Walk",93,213,,,1843000,15.24,,,,,2984,
"Walk",91,338,,,2816000,24.38,,,,,4456,
"Run",151,311,3.82,"Kilometer",2144000,42.37,405,,,8.89,4438,
"Walk",80,214,,,2150000,36.58,,,,,2879,
"Run",145,818,10.65,"Kilometer",5535000,113.39,401.16,,,8.97,12309,
"Run",146,442,5.59,"Kilometer",3000000,65.23,405.85,,,8.87,6463,
"Run",152,314,3.71,"Kilometer",2171000,39.93,403.6,,,8.92,4308,
"Walk",127,245,,,1536000,24.38,,,,,2648,
"Run",154,553,6.69,"Kilometer",3721000,81.08,397.76,,,9.05,7763,
"Run",148,1022,16.15,"Kilometer",6807000,171.91,320.11,,,11.25,14898,
"Run",158,326,4.93,"Kilometer",2098000,39.32,323.09,,,11.14,4538,
"Walk",122,239,,,1536000,45.72,,,,,2753,
"Run",143,312,4.7,"Kilometer",2122000,38.71,328.01,,,10.98,4394,
"Run",146,276,4.62,"Kilometer",2070000,40.84,321.35,,,11.2,4313,
"Walk",104,275,,,2355000,30.48,,,,,3335,
"Walk",109,293,,,2047000,42.67,,,,,4027,
"Walk",107,265,,,2048000,22.96,,,,,3682,
"Walk",107,282,,,2457000,33.53,,,,,3482,
"Run",149,295,4.48,"Kilometer",2073000,45.42,343.97,,,10.47,4375,
"Walk",95,305,,,2560000,76.2,,,,,4192,
"Run",146,1200,18.92,"Kilometer",7870000,150.57,331.31,,,10.87,18417,
"Run",145,272,4.36,"Kilometer",2086000,46.63,345.33,,,10.42,4260,
"Walk",113,512,,,3526000,57.91,,,,,5924,
"Walk",116,322,,,2099000,21.34,,,,,3965,
"Walk",94,304,,,2304000,18.29,,,,,4165,
"Walk",122,178,,,1126000,9.14,,,,,1751,
"Treadmill",146,522,5.03,"Kilometer",2564000,6.1,,,,7.01,5493,
"Walk",112,304,,,2151000,9.14,,,,,3892,
"Walk",112,98,,,666000,6.1,,,,,944,
"Walk",89,63,,,666000,6.1,,,,,642,
"Walk",97,196,,,1844000,12.19,,,,,1995,
"Run",114,485,5.78,"Kilometer",3589000,126.49,564.73,,,6.37,4987,
"Run",116,319,3.54,"Kilometer",2136000,202.39,556.26,,,6.47,3108,
"Aerobic Workout",120,622,,,3943000,,,,,,6208,
"Walk",111,285,,,1997000,12.19,,,,,3706,
"Walk",102,448,,,4148000,57.91,,,,,4435,
"Run",73,0,0,"Kilometer",24000,0,,,,0,0,
"Treadmill",109,215,2.37,"Kilometer",9794000,0.31,,,,5.88,2865,
"Walk",109,294,,,1997000,18.29,,,,,3698,
"Walk",121,346,,,2099000,18.29,,,,,3840,
"Treadmill",113,146,0.17,"Kilometer",1329000,7.93,,,,0.46,278,
"Walk",121,279,,,1638000,42.67,,,,,2832,
"Walk",114,343,,,2151000,18.29,,,,,3991,
"Walk",97,105,,,973000,9.14,,,,,1254,
"Run",99,737,6.94,"Kilometer",6840000,299.01,755.54,,,4.76,10290,
"Walk",97,487,,,3687000,137.16,,,,,6870,
"Walk",95,252,,,2048000,12.19,,,,,3781,
"Walk",98,82,,,768000,6.1,,,,,1046,
"Walk",104,297,,,2100000,18.29,,,,,3991,
"Treadmill",128,435,0.38,"Kilometer",2707000,34.75,,,,0.5,841,
"Run",115,579,7.04,"Kilometer",4182000,204.22,549.76,,,6.55,5984,
"Run",124,815,8.74,"Kilometer",4904000,354.48,571.69,,,6.3,7659,
"Run",128,699,6.97,"Kilometer",4512000,176.17,594.35,,,6.06,6340,
"Walk",99,74,,,614000,3.05,,,,,911,
"Walk",141,125,,,615000,15.24,,,,,1028,
"Walk",119,95,,,614000,9.14,,,,,1027,
"Walk",100,94,,,717000,15.24,,,,,1212,
"Walk",101,94,,,716000,12.19,,,,,1180,
"Walk",101,84,,,666000,21.34,,,,,1001,
"Walk",100,83,,,666000,12.19,,,,,977,
"Walk",124,112,,,666000,6.1,,,,,1065,
"Walk",98,278,,,2355000,67.06,,,,,3362,
"Walk",94,178,,,1689000,15.24,,,,,2095,
"Walk",104,92,,,768000,6.1,,,,,1092,
"Run",100,585,6.89,"Kilometer",4400000,157.58,643.5,,,5.59,6277,
"Run",109,693,7.37,"Kilometer",4924000,177.39,673.6,,,5.34,7072,
"Run",112,604,6.91,"Kilometer",4222000,123.44,618.84,,,5.82,6307,
"Walk",93,243,,,1997000,12.19,,,,,3754,
"Walk",97,122,,,1024000,12.19,,,,,1418,
"Walk",96,310,,,2406000,45.72,,,,,4036,
"Walk",117,142,,,922000,9.14,,,,,1573,
"Treadmill",130,593,6.76,"Kilometer",3204000,36.27,,,,7.56,7154,
"Walk",94,74,,,717000,6.1,,,,,738,
"Walk",112,317,,,2150000,9.14,,,,,4032,
"Walk",110,306,,,2048000,60.96,,,,,3575,
"Walk",102,290,,,2202000,12.19,,,,,3923,
"Treadmill",126,595,5.95,"Kilometer",3396000,55.47,,,,6.27,6911,
"Run",72,2340,8.57,"Kilometer",51901000,645.67,5860.81,,,0.61,16693,
"Run",102,723,6.95,"Kilometer",6400000,307.24,710.53,,,5.07,10235,
"Walk",126,350,,,2049000,12.19,,,,,3793,
"Walk",92,351,,,3277000,24.38,,,,,4238,
"Walk",117,355,,,2151000,18.29,,,,,3928,
"Walk",88,191,,,1792000,18.29,,,,,2233,
"Treadmill",58,1343,4.6,"Kilometer",43398000,1.83,,,,0.38,6624,
"Walk",91,247,,,2048000,12.19,,,,,3732,
"Walk",90,116,,,973000,12.19,,,,,1548,
"Walk",95,200,,,1639000,21.34,,,,,2557,
"Walk",99,272,,,1997000,18.29,,,,,3804,
"Treadmill",116,323,3.46,"Kilometer",1894000,0.61,,,,6.44,4213,
"Walk",98,287,,,2151000,30.48,,,,,3353,
"Walk",94,231,,,1844000,9.14,,,,,3238,
"Walk",94,138,,,1332000,6.1,,,,,1620,
"Walk",116,341,,,2150000,18.29,,,,,3891,
"Walk",94,100,,,819000,12.19,,,,,1232,
"Run",121,922,7.84,"Kilometer",5120000,300.84,658.14,,,5.47,11107,
"Walk",94,294,,,2253000,33.53,,,,,3868,
"Walk",95,217,,,1946000,15.24,,,,,2416,
"Run",119,1345,13.11,"Kilometer",8057000,446.53,620.98,,,5.8,11870,
"Run",120,1646,14.46,"Kilometer",9706000,612.34,677.01,,,5.32,13955,
"Walk",100,88,,,768000,15.24,,,,,754,
"Run",118,1771,18.04,"Kilometer",10805000,575.46,605.8,,,5.94,16399,
"Run",113,504,4.7,"Kilometer",3437000,106.38,736.83,,,4.89,4137,
"Run",116,1523,15.48,"Kilometer",9729000,635.51,635.25,,,5.67,13835,
"Run",96,27,0.07,"Kilometer",273000,2.09,3765,,,0.96,90,
"Aerobic Workout",126,655,,,3687000,,,,,,5654,
"Run",110,631,5.69,"Kilometer",4447000,200.56,790.75,,,4.55,5633,
"Run",121,1381,12.14,"Kilometer",8036000,535.84,657.27,,,5.48,11722,
"Run",129,1367,12.22,"Kilometer",7424000,507.19,614.72,,,5.86,11346,
"Run",122,1519,13.8,"Kilometer",8865000,644.04,649.83,,,5.54,13268,
"Walk",101,173,,,1383000,48.77,,,,,1814,
"Run",128,876,8.14,"Kilometer",4774000,349.91,598.22,,,6.02,7434,
"Run",88,1010,8.68,"Kilometer",9048000,334.67,986.6,,,3.65,13139,
"Walk",94,255,,,1996000,12.19,,,,,3718,
"Walk",95,288,,,2100000,57.91,,,,,3710,
"Walk",90,281,,,2356000,9.14,,,,,3995,
"Treadmill",116,477,5.08,"Kilometer",2817000,23.47,,,,6.41,6171,
"Walk",102,281,,,2049000,6.1,,,,,3778,
"Walk",111,118,,,768000,27.43,,,,,1355,
"Walk",103,319,,,2253000,15.24,,,,,4181,
"Treadmill",105,217,0.28,"Kilometer",2049000,2.74,,,,0.49,481,
"Run",127,766,6.57,"Kilometer",4269000,166.73,658.71,,,5.47,5989,
"Run",115,1185,8.76,"Kilometer",7733000,380.39,888.82,,,4.05,8918,
"Walk",97,248,,,1946000,64.01,,,,,3152,
"Run",134,1478,10.55,"Kilometer",7909000,411.18,757.6,,,4.75,9587,
"Walk",93,248,,,1997000,12.19,,,,,3690,
"Walk",95,252,,,1946000,18.29,,,,,3644,
"Walk",112,98,,,666000,12.19,,,,,1014,
"Walk",102,90,,,768000,6.1,,,,,737,
"Treadmill",96,669,6.99,"Kilometer",6749000,34.14,,,,3.7,7295,
"Walk",110,328,,,2202000,18.29,,,,,4145,
"Walk",89,61,,,614000,12.19,,,,,929,
"Run",125,1740,17.22,"Kilometer",9925000,570.59,582.24,,,6.18,15465,
"Run",131,597,5.59,"Kilometer",3269000,164.9,587.54,,,6.13,5164,
"Run",126,1206,11.33,"Kilometer",7056000,417.58,631.25,,,5.7,9934,
"Run",123,1197,11.48,"Kilometer",7018000,498.35,617.5,,,5.83,10666,
"Walk",94,260,,,2100000,12.19,,,,,3866,
"Run",139,997,7.04,"Kilometer",6859000,323.7,714.68,,,5.04,10347,
"Walk",89,67,,,717000,6.1,,,,,753,
"Walk",97,91,,,820000,6.1,,,,,866,
"Walk",89,274,,,2201000,9.14,,,,,4034,
"Walk",92,171,,,1434000,18.29,,,,,1872,
"Bike",140,60,0,"Kilometer",2605000,9.45,,,,0,,
"Walk",95,276,,,2099000,131.06,,,,,3228,
"Walk",103,75,,,615000,6.1,,,,,804,
"Walk",99,532,,,4404000,167.64,,,,,5743,
"Walk",104,146,,,1178000,3.05,,,,,1427,
"Walk",100,71,,,614000,0,,,,,757,
"Run",90,1228,11.39,"Kilometer",9892000,339.24,878.18,,,4.1,16057,
"Run",142,917,5.95,"Kilometer",6011000,306.32,731.81,,,4.92,9965,
"Walk",124,382,,,2151000,9.14,,,,,4008,
"Run",117,899,9.52,"Kilometer",5562000,249.02,586.58,,,6.14,8572,
"Run",126,829,7.92,"Kilometer",4730000,200.86,600.34,,,6,7404,
"Run",124,1062,10.28,"Kilometer",6111000,326.14,600.96,,,5.99,9128,
"Run",120,1273,11.83,"Kilometer",7576000,495.3,643.26,,,5.6,10972,
"Walk",98,271,,,2048000,9.14,,,,,3784,
"Walk",99,374,,,3072000,60.96,,,,,3958,
"Run",88,1059,7.46,"Kilometer",14014000,299.62,1646.44,,,2.19,10855,
"Walk",93,276,,,2150000,12.19,,,,,4034,
"Run",112,1466,13.17,"Kilometer",9324000,428.24,713.27,,,5.05,12130,
"Run",111,1454,11.67,"Kilometer",10164000,822.66,881.05,,,4.09,11482,
"Run",113,303,2.92,"Kilometer",1964000,134.42,684.95,,,5.26,2842,
"Run",91,970,7.62,"Kilometer",8485000,347.78,908.7,,,3.96,12220,
"Walk",90,258,,,2048000,12.19,,,,,3774,
"Walk",90,272,,,1997000,54.86,,,,,3658,
"Walk",92,257,,,1997000,15.24,,,,,3737,
"Walk",81,292,,,2304000,39.62,,,,,3683,
"Walk",98,351,,,2611000,15.24,,,,,4430,
"Walk",103,306,,,2100000,51.82,,,,,3677,
"Walk",111,335,,,1946000,33.53,,,,,3527,
"Walk",76,341,,,2406000,51.82,,,,,4393,
"Run",113,1219,9.93,"Kilometer",8153000,337.72,727.77,,,4.95,14943,
"Walk",111,100,,,717000,9.14,,,,,849,
"Run",111,1003,6.56,"Kilometer",6536000,315.77,996.3,,,3.61,9057,
"Sport",100,153,,,1382000,,,,,,1471,
"Walk",105,86,,,666000,9.14,,,,,794,
"Run",114,1482,13.81,"Kilometer",9460000,448.97,687.22,,,5.24,13161,
"Run",121,1221,11.34,"Kilometer",7400000,238.96,661.33,,,5.44,9981,
"Run",110,798,8.41,"Kilometer",5089000,362.1,614.26,,,5.86,8062,
"Sport",67,118,,,1280000,,,,,,1449,
"Run",117,1627,15.76,"Kilometer",10071000,513.59,644.09,,,5.59,14550,
"Run",109,1106,8.99,"Kilometer",7486000,495.3,846.59,,,4.25,8539,
"Run",88,1179,11.29,"Kilometer",11074000,336.19,884.34,,,4.07,16254,
"Walk",113,316,,,1997000,15.24,,,,,3820,
"Walk",95,322,,,2332000,60.96,,,,,3970,
"Walk",89,66,,,615000,0,,,,,893,
"Walk",88,98,,,717000,24.38,,,,,1078,
"Walk",92,373,,,3482000,21.34,,,,,3979,
"Walk",112,299,,,1997000,18.29,,,,,2722,
"Walk",109,310,,,2048000,64.01,,,,,3666,
"Walk",97,341,,,2458000,21.34,,,,,4229,
"Run",,1,0.03,"Kilometer",89000,1.78,3316.81,,,1.09,29,
"Sport",100,236,,,1997000,,,,,,2458,
"Run",112,1503,13.07,"Kilometer",10393000,231.95,802.55,,,4.49,12756,
"Run",99,1272,10.88,"Kilometer",10034000,339.55,931.35,,,3.87,11722,
"Walk",105,98,,,666000,3.05,,,,,1089,
"Walk",105,172,,,1177000,0,,,,,1748,
"Walk",100,92,,,768000,3.05,,,,,1036,
"Walk",97,573,,,4762000,30.48,,,,,6545,
"Walk",102,551,,,4046000,36.58,,,,,5990,
"Run",108,1128,10.83,"Kilometer",7305000,800.71,674.34,,,5.34,10047,
"Walk",104,447,,,3328000,33.53,,,,,5405,
"Run",120,1863,13.19,"Kilometer",11572000,655.63,877.06,,,4.1,18312,
"Walk",100,803,,,6758000,33.53,,,,,9389,
"Walk",101,436,,,3379000,18.29,,,,,5593,
"Outdoor Bike",67,131,,,1587000,48.77,,,,,,
"Walk",102,183,,,1382000,0,,,,,1883,
"Walk",107,160,,,1127000,0,,,,,1816,
"Walk",97,165,,,1433000,0,,,,,1734,
"Walk",107,226,,,1690000,3.05,,,,,2283,
"Sport",96,312,,,2765000,,,,,,3212,
"Run",83,1615,8.87,"Kilometer",20774000,289.56,2341.92,,,1.54,11883,
"Run",122,1247,10.87,"Kilometer",7195000,472.44,661.54,,,5.44,10903,
"Sport",122,163,,,972000,,,,,,1330,
"Run",115,1534,13.58,"Kilometer",9582000,514.81,705.08,,,5.11,14339,
"Walk",107,126,,,870000,18.29,,,,,1571,
"Bike",129,348,0,"Kilometer",4791000,90.83,,,,0,,
"Walk",58,1769,6.36,"Kilometer",54522000,147.83,8578.67,,,0.42,7957,
"Bike",121,771,0,"Kilometer",4922000,549.25,,,,0,,
"Walk",92,578,5.36,"Kilometer",5344000,136.85,997.15,,,3.61,6463,
"Outdoor Bike",146,939,,,4557000,100.58,,,,,,
"Walk",104,958,9.7,"Kilometer",6887000,212.75,709.45,,,5.07,11724,
"Bike",141,1009,0,"Kilometer",5125000,500.48,,,,0,,
"Walk",73,1189,6.1,"Kilometer",23318000,133.5,3824.31,,,0.94,7595,
"Walk",98,1109,11.34,"Kilometer",9070000,284.07,799.32,,,4.5,13714,
"Bike",113,414,33.02,"Kilometer",6286000,553.21,,,,20.06,,
"Bike",122,1235,42.18,"Kilometer",8490000,728.47,,,,19.45,,
"Walk",99,145,,,1228000,5.89,,,,,1379,
"Walk",104,500,,,3379000,143.26,,,,,6282,
"Bike",138,1053,36.84,"Kilometer",6653000,623.62,,,,19.99,,
"Walk",98,745,,,5581000,262.13,,,,,8697,
"Bike",127,538,32.07,"Kilometer",6842000,685.8,,,,17.92,,
"Walk",106,407,,,2867000,88.39,,,,,4595,
"Bike",150,1520,38.72,"Kilometer",7881000,673.91,,,,19.92,,
"Walk",110,100,,,665000,27.43,,,,,1008,
"Aerobic Workout",110,170,,,1126000,,,,,,1767,
