input,mediaType,title,rating,favorite,timeOffset
read happy accidents: a memoir 8/10 -3d,book,Happy Accidents: A Memoir,8,False,-P3D
read shatter me 6/10,book,Shatter Me,6,False,PT0M
novel how the grinch stole christmas! 4 stars heart,book,How the Grinch Stole Christmas!,8,True,PT0M
novel the weird sisters 3 stars,book,The Weird Sisters,6,False,PT0M
book the amazing adventures of kavalier & clay 6,book,The Amazing Adventures of Kavalier & Clay,6,False,PT0M
book the bachman books 4 stars favourite,book,The Bachman Books,8,True,PT0M
read mr. penumbra's 24-hour bookstore 10/10,book,Mr. Penumbra's 24-Hour Bookstore,10,False,PT0M
novel of mice and men 3 stars,book,Of Mice and Men,6,False,PT0M
book the bourne identity 4 stars 28d ago,book,The Bourne Identity,8,False,-P28D
book ink exchange 6/10,book,Ink Exchange,6,False,PT0M
book thus spoke zarathustra 6/10 -8d,book,Thus Spoke Zarathustra,6,False,-P8D
read harry potter and the chamber of secrets 10/10 favourite -11h,book,Harry Potter and the Chamber of Secrets,10,True,-PT11H
"finished moby-dick or, the whale 3 stars 4d ago",book,"Moby-Dick or, The Whale",6,False,-P4D
novel praying god's word: breaking free from spiritual strongholds 10 fav 1h ago,book,Praying God's Word: Breaking Free From Spiritual Strongholds,10,True,-PT1H
finished one flew over the cuckoo's nest 5 stars,book,One Flew Over the Cuckoo's Nest,10,False,PT0M
novel breaking dawn 3 stars 20 days ago,book,Breaking Dawn,6,False,-P20D
book we'll always have summer 8 5 days ago,book,We'll Always Have Summer,8,False,-P5D
read the light between oceans 5 stars,book,The Light Between Oceans,10,False,PT0M
novel scar tissue 8/10,book,Scar Tissue,8,False,PT0M
book the very hungry caterpillar board book 10 -8d,book,The Very Hungry Caterpillar Board Book,10,False,-P8D
novel curious george takes a job 10,book,Curious George Takes a Job,10,False,PT0M
read the bluest eye 6/10,book,The Bluest Eye,6,False,PT0M
book stellaluna 8,book,Stellaluna,8,False,PT0M
read the dragon reborn 3 stars,book,The Dragon Reborn,6,False,PT0M
read mile high 3 stars,book,Mile High,6,False,PT0M
read the age of innocence 4 stars 14 hours ago,book,The Age of Innocence,8,False,-PT14H
read horton hears a who! 6/10 23h ago,book,Horton Hears a Who!,6,False,-PT23H
read stargirl 3 stars -17d,book,Stargirl,6,False,-P17D
novel the reader 6 -23h,book,The Reader,6,False,-PT23H
novel knife of dreams 1 star 10d ago,book,Knife of Dreams,2,False,-P10D
book lunar park 8/10 4h ago,book,Lunar Park,8,False,-PT4H
novel jitterbug perfume 8 -23h,book,Jitterbug Perfume,8,False,-PT23H
read owen 10 6d ago,book,Owen,10,False,-P6D
book the silver star 10/10 heart -24d,book,The Silver Star,10,True,-P24D
finished absolution gap 5 stars favorite,book,Absolution Gap,10,True,PT0M
finished divergent 8 -22d,book,Divergent,8,False,-P22D
read lady luck 5 stars,book,Lady Luck,10,False,PT0M
novel murder must advertise 8,book,Murder Must Advertise,8,False,PT0M
novel a scandal in bohemia 5 stars,book,A Scandal in Bohemia,10,False,PT0M
novel night watch 3 stars,book,Night Watch,6,False,PT0M
book shadow kiss 8/10,book,Shadow Kiss,8,False,PT0M
book furiously happy: a funny book about horrible things 10/10,book,Furiously Happy: A Funny Book About Horrible Things,10,False,PT0M
novel forever 8 favorite,book,Forever,8,True,PT0M
read the subtle knife 5 stars,book,The Subtle Knife,10,False,PT0M
read the help 8/10 15h ago,book,The Help,8,False,-PT15H
novel the arctic incident 2 stars,book,The Arctic Incident,4,False,PT0M
"book alexander and the terrible, horrible, no good, very bad day 10/10",book,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10,False,PT0M
read the cat in the hat 8/10,book,The Cat in the Hat,8,False,PT0M
read pygmy 4 heart,book,Pygmy,4,True,PT0M
novel the things they carried 3 stars,book,The Things They Carried,6,False,PT0M
book the da vinci code 10,book,The Da Vinci Code,10,False,PT0M
novel an anthropologist on mars: seven paradoxical tales 4 stars,book,An Anthropologist on Mars: Seven Paradoxical Tales,8,False,PT0M
novel a christmas carol 3 stars 27 days ago,book,A Christmas Carol,6,False,-P27D
finished city of bones 1 star 17 days ago,book,City of Bones,2,False,-P17D
novel the other woman 8/10 -15h,book,The Other Woman,8,False,-PT15H
book lenobia's vow 10 -4h,book,Lenobia's Vow,10,False,-PT4H
read a clash of kings 3 stars,book,A Clash of Kings,6,False,PT0M
read wuthering heights 3 stars,book,Wuthering Heights,6,False,PT0M
read the sugar queen 8/10 11d ago,book,The Sugar Queen,8,False,-P11D
read the stand 4 stars,book,The Stand,8,False,PT0M
book norwegian wood 10/10,book,Norwegian Wood,10,False,PT0M
novel the year of magical thinking 10,book,The Year of Magical Thinking,10,False,PT0M
book fahrenheit 451 8 fav,book,Fahrenheit 451,8,True,PT0M
novel ten big ones 8/10 7d ago,book,Ten Big Ones,8,False,-P7D
finished gone tomorrow 4 stars,book,Gone Tomorrow,8,False,PT0M
novel the metamorphosis 5 stars,book,The Metamorphosis,10,False,PT0M
read naked 10/10,book,Naked,10,False,PT0M
finished american gods 10 loved -18d,book,American Gods,10,True,-P18D
finished a bear called paddington 10/10 1h ago,book,A Bear Called Paddington,10,False,-PT1H
finished the children act 3 stars -2h,book,The Children Act,6,False,-PT2H
book the bachman books 3 stars,book,The Bachman Books,6,False,PT0M
book as you like it 2 stars -25d,book,As You Like It,4,False,-P25D
read fingersmith 10/10 loved,book,Fingersmith,10,True,PT0M
finished reason to breathe 6,book,Reason to Breathe,6,False,PT0M
finished sharp objects 8/10,book,Sharp Objects,8,False,PT0M
"book are you there god? it's me, margaret 3 stars",book,"Are You There God? It's Me, Margaret",6,False,PT0M
book the last olympian 8,book,The Last Olympian,8,False,PT0M
read the railway children 10 17h ago,book,The Railway Children,10,False,-PT17H
finished wizard's first rule 10/10,book,Wizard's First Rule,10,False,PT0M
read spook: science tackles the afterlife 10,book,Spook: Science Tackles the Afterlife,10,False,PT0M
finished consider the lobster and other essays 5 stars -26d,book,Consider the Lobster and Other Essays,10,False,-P26D
finished me before you 3 stars,book,Me Before You,6,False,PT0M
finished broken angels 10 2d ago,book,Broken Angels,10,False,-P2D
book the blue sword 4 stars favourite,book,The Blue Sword,8,True,PT0M
book watership down 5 stars -22h,book,Watership Down,10,False,-PT22H
"finished girl, interrupted 6 29d ago",book,"Girl, Interrupted",6,False,-P29D
read poison study 8,book,Poison Study,8,False,PT0M
read the book thief 4,book,The Book Thief,4,False,PT0M
book the pillars of the earth 4 stars,book,The Pillars of the Earth,8,False,PT0M
finished black house 4 stars 18 hours ago,book,Black House,8,False,-PT18H
read the battle of the labyrinth 8,book,The Battle of the Labyrinth,8,False,PT0M
finished a dog's purpose 4 stars,book,A Dog's Purpose,8,False,PT0M
novel breaking dawn 4 -10h,book,Breaking Dawn,4,False,-PT10H
novel gone girl 10/10,book,Gone Girl,10,False,PT0M
finished evernight 4,book,Evernight,4,False,PT0M
finished the unbearable lightness of being 3 stars,book,The Unbearable Lightness of Being,6,False,PT0M
book empress orchid 5 stars -2d,book,Empress Orchid,10,False,-P2D
finished olive kitteridge 5 stars,book,Olive Kitteridge,10,False,PT0M
read lover eternal 10,book,Lover Eternal,10,False,PT0M
read the glass menagerie 2 stars -24d,book,The Glass Menagerie,4,False,-P24D
book lioness rampant 4 stars loved,book,Lioness Rampant,8,True,PT0M
read dead reckoning 6 favourite,book,Dead Reckoning,6,True,PT0M
book pushing the limits 4 stars heart,book,Pushing the Limits,8,True,PT0M
book confessions of a shopaholic 3 stars,book,Confessions of a Shopaholic,6,False,PT0M
finished the autobiography of malcolm x 8/10 fav 4d ago,book,The Autobiography of Malcolm X,8,True,-P4D
novel under the banner of heaven: a story of violent faith 10 favourite,book,Under the Banner of Heaven: A Story of Violent Faith,10,True,PT0M
book bel canto 8,book,Bel Canto,8,False,PT0M
book wool 10/10,book,Wool,10,False,PT0M
finished around the world in eighty days 4 stars,book,Around the World in Eighty Days,8,False,PT0M
book the red tent 8/10,book,The Red Tent,8,False,PT0M
read the bone garden 3 stars,book,The Bone Garden,6,False,PT0M
book violets are blue 10 favorite,book,Violets Are Blue,10,True,PT0M
novel matched 4 stars,book,Matched,8,False,PT0M
novel avoiding responsibility 10/10 13 days ago,book,Avoiding Responsibility,10,False,-P13D
finished talon 3 stars 2 hours ago,book,Talon,6,False,-PT2H
read wild fire 8 10d ago,book,Wild Fire,8,False,-P10D
book angels & demons 10/10 favorite,book,Angels & Demons,10,True,PT0M
novel on her majesty's secret service 8/10,book,On Her Majesty's Secret Service,8,False,PT0M
novel the moon and more 5 stars,book,The Moon and More,10,False,PT0M
novel a discovery of witches 10/10 -23d,book,A Discovery of Witches,10,False,-P23D
novel the hobbit 8/10 favorite 11 days ago,book,The Hobbit,8,True,-P11D
read divine justice 8/10,book,Divine Justice,8,False,PT0M
novel changes 8/10,book,Changes,8,False,PT0M
novel the grapes of wrath 6,book,The Grapes of Wrath,6,False,PT0M
book sideways stories from wayside school 3 stars,book,Sideways Stories from Wayside School,6,False,PT0M
book easy 6 -14d,book,Easy,6,False,-P14D
read the life of elizabeth i 2 stars fav,book,The Life of Elizabeth I,4,True,PT0M
read the red badge of courage and selected short fiction 2 stars -19d,book,The Red Badge of Courage and Selected Short Fiction,4,False,-P19D
book heart of the matter 6/10 -15h,book,Heart of the Matter,6,False,-PT15H
novel delirium 2 stars,book,Delirium,4,False,PT0M
book until i die 4 stars 20 hours ago,book,Until I Die,8,False,-PT20H
finished who moved my cheese? 5 stars,book,Who Moved My Cheese?,10,False,PT0M
novel rage of a demon king 6 fav 14 hours ago,book,Rage of a Demon King,6,True,-PT14H
novel dead in the family 3 stars favourite -4d,book,Dead in the Family,6,True,-P4D
read awakened 10/10,book,Awakened,10,False,PT0M
read the shadow of the wind 5 stars,book,The Shadow of the Wind,10,False,PT0M
book the good girl 3 stars,book,The Good Girl,6,False,PT0M
novel the mermaids singing 3 stars,book,The Mermaids Singing,6,False,PT0M
novel hatchet 3 stars,book,Hatchet,6,False,PT0M
book pure 8/10,book,Pure,8,False,PT0M
novel desecration 5 stars,book,Desecration,10,False,PT0M
finished eleanor & park 5 stars,book,Eleanor & Park,10,False,PT0M
book breaking dawn 8 1 hour ago,book,Breaking Dawn,8,False,-PT1H
finished the summons 3 stars,book,The Summons,6,False,PT0M
finished congo 8 -25d,book,Congo,8,False,-P25D
novel into the wild 4 stars 9h ago,book,Into the Wild,8,False,-PT9H
finished the lion king: a little golden book 4 stars favourite,book,The Lion King: A little Golden Book,8,True,PT0M
finished going bovine 10,book,Going Bovine,10,False,PT0M
read harry potter boxset 10/10 -29d,book,Harry Potter Boxset,10,False,-P29D
finished the tales of beedle the bard 5 stars heart,book,The Tales of Beedle the Bard,10,True,PT0M
read wishful drinking 2/10,book,Wishful Drinking,2,False,PT0M
read black beauty 6,book,Black Beauty,6,False,PT0M
novel l'écume des jours 3 stars,book,L'Écume des jours,6,False,PT0M
novel the king 5 stars,book,The King,10,False,PT0M
read jemima j 2 stars fav,book,Jemima J,4,True,PT0M
novel homicidal psycho jungle cat: a calvin and hobbes collection 5 stars loved 4 days ago,book,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,10,True,-P4D
read overruled 4 stars 23d ago,book,Overruled,8,False,-P23D
read the diary of a young girl 8/10,book,The Diary of a Young Girl,8,False,PT0M
finished harry potter and the half-blood prince 8/10,book,Harry Potter and the Half-Blood Prince,8,False,PT0M
novel to kill a mockingbird 10/10 -11h,book,To Kill a Mockingbird,10,False,-PT11H
read the red pyramid 8/10,book,The Red Pyramid,8,False,PT0M
finished shadow's edge 3 stars 10 days ago,book,Shadow's Edge,6,False,-P10D
book as i lay dying 4 stars -5h,book,As I Lay Dying,8,False,-PT5H
book the tiger's wife 3 stars fav,book,The Tiger's Wife,6,True,PT0M
finished divergent 10/10 heart -19h,book,Divergent,10,True,-PT19H
novel ironside 10/10,book,Ironside,10,False,PT0M
finished new moon 4,book,New Moon,4,False,PT0M
novel a is for alibi 4 stars loved 23 days ago,book,A is for Alibi,8,True,-P23D
novel bite me 8/10,book,Bite Me,8,False,PT0M
finished percy jackson and the olympians boxed set 6 -12h,book,Percy Jackson and the Olympians Boxed Set,6,False,-PT12H
"book eat, pray, love 2/10",book,"Eat, Pray, Love",2,False,PT0M
read the book thief 10/10,book,The Book Thief,10,False,PT0M
book before i fall 3 stars -7h,book,Before I Fall,6,False,-PT7H
book the perfect storm: a true story of men against the sea 6/10,book,The Perfect Storm: A True Story of Men Against the Sea,6,False,PT0M
book pretty girls 4 stars -14h,book,Pretty Girls,8,False,-PT14H
novel the devil's punchbowl 5 stars,book,The Devil's Punchbowl,10,False,PT0M
finished atlas shrugged 2/10 15h ago,book,Atlas Shrugged,2,False,-PT15H
book the strange case of dr. jekyll and mr. hyde 10/10 loved -9d,book,The Strange Case of Dr. Jekyll and Mr. Hyde,10,True,-P9D
novel life after god 6,book,Life After God,6,False,PT0M
read bambi 5 stars,book,Bambi,10,False,PT0M
finished dragonlance chronicles 5 stars,book,Dragonlance Chronicles,10,False,PT0M
novel flowers for algernon 6/10 -14h,book,Flowers for Algernon,6,False,-PT14H
book eragon 10 20h ago,book,Eragon,10,False,-PT20H
book made to stick: why some ideas survive and others die 4 stars 4 hours ago,book,Made to Stick: Why Some Ideas Survive and Others Die,8,False,-PT4H
book shadow's edge 4 stars,book,Shadow's Edge,8,False,PT0M
book hamlet 8/10,book,Hamlet,8,False,PT0M
finished macbeth 4 stars,book,Macbeth,8,False,PT0M
book the host 5 stars 16 hours ago,book,The Host,10,False,-PT16H
finished the doors of perception & heaven and hell 8/10,book,The Doors of Perception & Heaven and Hell,8,False,PT0M
finished the hotel new hampshire 5 stars heart,book,The Hotel New Hampshire,10,True,PT0M
finished the girl who played with fire 3 stars 19 hours ago,book,The Girl Who Played with Fire,6,False,-PT19H
read a kiss of shadows 5 stars,book,A Kiss of Shadows,10,False,PT0M
novel the truth about forever 10 4 hours ago,book,The Truth About Forever,10,False,-PT4H
novel throne of glass 5 stars,book,Throne of Glass,10,False,PT0M
novel the time traveler's wife 5 stars,book,The Time Traveler's Wife,10,False,PT0M
novel heir of fire 10 -22h,book,Heir of Fire,10,False,-PT22H
finished charlotte's web 6,book,Charlotte's Web,6,False,PT0M
read how to love 10,book,How to Love,10,False,PT0M
read the mists of avalon 5 stars,book,The Mists of Avalon,10,False,PT0M
novel the night circus 8/10 fav,book,The Night Circus,8,True,PT0M
book the throne of fire 10,book,The Throne of Fire,10,False,PT0M
book the road 8 heart,book,The Road,8,True,PT0M
novel catching fire 6 6 hours ago,book,Catching Fire,6,False,-PT6H
read the sapphire rose 8/10 -3h,book,The Sapphire Rose,8,False,-PT3H
finished the hours 5 stars loved,book,The Hours,10,True,PT0M
finished the bean trees 8/10 -12d,book,The Bean Trees,8,False,-P12D
finished dune 10,book,Dune,10,False,PT0M
read speak 10 -1d,book,Speak,10,False,-P1D
finished jurassic park 4,book,Jurassic Park,4,False,PT0M
finished the eyes of darkness 2 13 days ago,book,The Eyes of Darkness,2,False,-P13D
novel charlotte's web 5 stars 22 days ago,book,Charlotte's Web,10,False,-P22D
finished zero day 8,book,Zero Day,8,False,PT0M
read nicholas nickleby 5 stars,book,Nicholas Nickleby,10,False,PT0M
read timeline 4 stars,book,Timeline,8,False,PT0M
book the shining 4 stars 6d ago,book,The Shining,8,False,-P6D
novel the omen 4 stars -12d,book,The Omen,8,False,-P12D
read the old man and the sea 8/10 2h ago,book,The Old Man and the Sea,8,False,-PT2H
book the raven boys 4,book,The Raven Boys,4,False,PT0M
read blubber 3 stars 17 hours ago,book,Blubber,6,False,-PT17H
book bloodlines 10/10 27d ago,book,Bloodlines,10,False,-P27D
read twilight 8/10,book,Twilight,8,False,PT0M
book the fall of the house of usher and other tales 4 5 hours ago,book,The Fall of the House of Usher and Other Tales,4,False,-PT5H
read eligible: a modern retelling of pride and prejudice 8/10 4 hours ago,book,Eligible: A Modern Retelling of Pride and Prejudice,8,False,-PT4H
novel catching jordan 4 stars 8d ago,book,Catching Jordan,8,False,-P8D
novel crime and punishment 4 stars,book,Crime and Punishment,8,False,PT0M
book arcadia 10/10,book,Arcadia,10,False,PT0M
book cold days 8/10,book,Cold Days,8,False,PT0M
novel dandelion wine 10/10 -26d,book,Dandelion Wine,10,False,-P26D
finished die trying 8/10,book,Die Trying,8,False,PT0M
book the lightning thief 6/10,book,The Lightning Thief,6,False,PT0M
novel the illustrated man 5 stars,book,The Illustrated Man,10,False,PT0M
read eclipse 6 favourite 5h ago,book,Eclipse,6,True,-PT5H
read fight club 4 stars -9h,book,Fight Club,8,False,-PT9H
book nightfall 3 stars,book,Nightfall,6,False,PT0M
finished the firm 6/10,book,The Firm,6,False,PT0M
finished the wheel of darkness 8,book,The Wheel of Darkness,8,False,PT0M
"novel a child called ""it"" 4/10 2h ago",book,"A Child Called ""It""",4,False,-PT2H
finished the ersatz elevator 4 stars 19 days ago,book,The Ersatz Elevator,8,False,-P19D
book the hero of ages 4 stars -17d,book,The Hero of Ages,8,False,-P17D
book city of dragons 3 stars,book,City of Dragons,6,False,PT0M
novel consider phlebas 8/10,book,Consider Phlebas,8,False,PT0M
read the girl who played with fire 8/10,book,The Girl Who Played with Fire,8,False,PT0M
read the giver 8 -17d,book,The Giver,8,False,-P17D
read scarlet 5 stars,book,Scarlet,10,False,PT0M
novel martin the warrior 8/10,book,Martin the Warrior,8,False,PT0M
read the girl in the steel corset 3 stars fav yday,book,The Girl in the Steel Corset,6,True,-P1D
novel skeleton crew 6 -22h,book,Skeleton Crew,6,False,-PT22H
novel enchantment 6/10 heart,book,Enchantment,6,True,PT0M
book reckless 8 20 hours ago,book,Reckless,8,False,-PT20H
book this present darkness 8/10,book,This Present Darkness,8,False,PT0M
read the wall of winnipeg and me 10 heart,book,The Wall of Winnipeg and Me,10,True,PT0M
finished the magic of recluce 4 stars,book,The Magic of Recluce,8,False,PT0M
novel the amazing adventures of kavalier & clay 8/10,book,The Amazing Adventures of Kavalier & Clay,8,False,PT0M
finished northanger abbey 8 20h ago,book,Northanger Abbey,8,False,-PT20H
book animalia 10 -2d,book,Animalia,10,False,-P2D
read ramona and her mother 3 stars,book,Ramona and Her Mother,6,False,PT0M
read pollyanna 6/10 16h ago,book,Pollyanna,6,False,-PT16H
finished the fellowship of the ring 4/10,book,The Fellowship of the Ring,4,False,PT0M
novel when will there be good news? 4 stars,book,When Will There Be Good News?,8,False,PT0M
finished the murder house 6/10 heart 15h ago,book,The Murder House,6,True,-PT15H
read dragonflight 5 stars,book,Dragonflight,10,False,PT0M
novel bloodline 6/10,book,Bloodline,6,False,PT0M
novel on death and dying 5 stars,book,On Death and Dying,10,False,PT0M
finished handle with care 8/10 -27d,book,Handle with Care,8,False,-P27D
novel the da vinci code 4 stars,book,The Da Vinci Code,8,False,PT0M
read pretty girls 2 stars 5 hours ago,book,Pretty Girls,4,False,-PT5H
book a clockwork orange 6/10 4 days ago,book,A Clockwork Orange,6,False,-P4D
novel the adventures of huckleberry finn 1 star 19 hours ago,book,The Adventures of Huckleberry Finn,2,False,-PT19H
read the house on mango street 3 stars 23 days ago,book,The House on Mango Street,6,False,-P23D
read beach road 6 1h ago,book,Beach Road,6,False,-PT1H
"book life, the universe and everything 8/10",book,"Life, the Universe and Everything",8,False,PT0M
read the dressmaker 3 stars,book,The Dressmaker,6,False,PT0M
novel the twilight saga complete collection 2 stars -8h,book,The Twilight Saga Complete Collection,4,False,-PT8H
read the appeal 6/10,book,The Appeal,6,False,PT0M
book sense and sensibility 6/10,book,Sense and Sensibility,6,False,PT0M
read rock me 4 27 days ago,book,Rock Me,4,False,-P27D
novel mrs. frisby and the rats of nimh 6,book,Mrs. Frisby and the Rats of NIMH,6,False,PT0M
read christine 6/10,book,Christine,6,False,PT0M
"book men are from mars, women are from venus 4/10 -23h",book,"Men Are from Mars, Women Are from Venus",4,False,-PT23H
read the icebound land 8/10 favourite,book,The Icebound Land,8,True,PT0M
read you don't have to say you love me 5 stars -15h,book,You Don't Have to Say You Love Me,10,False,-PT15H
novel the crimson petal and the white 8/10 -11d,book,The Crimson Petal and the White,8,False,-P11D
book سمفونی مردگان 6,book,سمفونی مردگان,6,False,PT0M
novel the ring of solomon 8 -28d,book,The Ring of Solomon,8,False,-P28D
finished the house at pooh corner 5 stars 16d ago,book,The House at Pooh Corner,10,False,-P16D
novel amy & roger's epic detour 8,book,Amy & Roger's Epic Detour,8,False,PT0M
read patriot games 8 15d ago,book,Patriot Games,8,False,-P15D
read wedding night 3 stars,book,Wedding Night,6,False,PT0M
novel the dragon keeper 10/10,book,The Dragon Keeper,10,False,PT0M
"read i, robot 6/10 28 days ago",book,"I, Robot",6,False,-P28D
novel into the wild 10,book,Into the Wild,10,False,PT0M
book kill shot 4 stars 2 days ago,book,Kill Shot,8,False,-P2D
book don't let me go 3 stars,book,Don't Let Me Go,6,False,PT0M
read something wicked this way comes 6 favorite,book,Something Wicked This Way Comes,6,True,PT0M
novel siddhartha 10,book,Siddhartha,10,False,PT0M
book cane river 10,book,Cane River,10,False,PT0M
read ender's game 4 stars,book,Ender's Game,8,False,PT0M
novel my sister's keeper 5 stars 19 days ago,book,My Sister's Keeper,10,False,-P19D
read ready player one 3 stars -15h,book,Ready Player One,6,False,-PT15H
novel wuthering heights 5 stars -13d,book,Wuthering Heights,10,False,-P13D
read the hunger games 4 stars 11d ago,book,The Hunger Games,8,False,-P11D
novel change of heart 4/10 favourite,book,Change of Heart,4,True,PT0M
read the mating 5 stars -13h,book,The Mating,10,False,-PT13H
novel kafka on the shore 10/10 favourite -15d,book,Kafka on the Shore,10,True,-P15D
finished déjà dead 4 stars,book,Déjà Dead,8,False,PT0M
novel the corrections 4,book,The Corrections,4,False,PT0M
read walden 3 stars,book,Walden,6,False,PT0M
book the starter wife 3 stars,book,The Starter Wife,6,False,PT0M
finished mrs. dalloway 4 stars favourite 13 days ago,book,Mrs. Dalloway,8,True,-P13D
finished the 48 laws of power 10/10,book,The 48 Laws of Power,10,False,PT0M
finished bridge to terabithia 10 favorite 2h ago,book,Bridge to Terabithia,10,True,-PT2H
finished harry potter and the sorcerer's stone 3 stars 5h ago,book,Harry Potter and the Sorcerer's Stone,6,False,-PT5H
read i am number four 3 stars,book,I Am Number Four,6,False,PT0M
read beyond the highland mist 10/10,book,Beyond the Highland Mist,10,False,PT0M
finished possession 8,book,Possession,8,False,PT0M
read the blade itself 5 stars -16h,book,The Blade Itself,10,False,-PT16H
read hero 10 9h ago,book,Hero,10,False,-PT9H
finished water for elephants 4 stars,book,Water for Elephants,8,False,PT0M
novel what she left behind 10/10 heart,book,What She Left Behind,10,True,PT0M
read harry potter and the prisoner of azkaban 10 28 days ago,book,Harry Potter and the Prisoner of Azkaban,10,False,-P28D
book a thousand splendid suns 6,book,A Thousand Splendid Suns,6,False,PT0M
read a sand county almanac and sketches here and there 3 stars,book,A Sand County Almanac and Sketches Here and There,6,False,PT0M
read into the still blue 5 stars,book,Into the Still Blue,10,False,PT0M
finished the first four years 6,book,The First Four Years,6,False,PT0M
read how the light gets in 10 -3h,book,How the Light Gets In,10,False,-PT3H
finished attack of the deranged mutant killer monster snow goons 10,book,Attack of the Deranged Mutant Killer Monster Snow Goons,10,False,PT0M
finished counting by 7s 10/10,book,Counting by 7s,10,False,PT0M
finished orphan train 3 stars 21h ago,book,Orphan Train,6,False,-PT21H
finished the gray wolf throne 5 stars -29d,book,The Gray Wolf Throne,10,False,-P29D
book the poisonwood bible 4 stars,book,The Poisonwood Bible,8,False,PT0M
finished one hundred years of solitude 6 6h ago,book,One Hundred Years of Solitude,6,False,-PT6H
finished fear and loathing in las vegas 8/10,book,Fear and Loathing in Las Vegas,8,False,PT0M
read city of ashes 4 stars 10 days ago,book,City of Ashes,8,False,-P10D
novel a light in the attic 4 stars favorite,book,A Light in the Attic,8,True,PT0M
book across the universe 1 star favourite,book,Across the Universe,2,True,PT0M
read xenocide 5 stars,book,Xenocide,10,False,PT0M
read the help 10,book,The Help,10,False,PT0M
book 11/22/63 8/10 3 hours ago,book,11/22/63,8,False,-PT3H
finished hell's corner 5 stars,book,Hell's Corner,10,False,PT0M
novel the blessing way 5 stars,book,The Blessing Way,10,False,PT0M
novel the red queen 8/10 5d ago,book,The Red Queen,8,False,-P5D
book skeleton crew 10,book,Skeleton Crew,10,False,PT0M
finished free four: tobias tells the divergent knife-throwing scene 6,book,Free Four: Tobias Tells the Divergent Knife-Throwing Scene,6,False,PT0M
read angels & demons 2 stars,book,Angels & Demons,4,False,PT0M
book candide 3 stars heart,book,Candide,6,True,PT0M
book a fatal grace 5 stars,book,A Fatal Grace,10,False,PT0M
finished a storm of swords 8/10 12 days ago,book,A Storm of Swords,8,False,-P12D
finished rebel heart 10/10,book,Rebel Heart,10,False,PT0M
finished ramona and her mother 10/10,book,Ramona and Her Mother,10,False,PT0M
read go set a watchman 5 stars,book,Go Set a Watchman,10,False,PT0M
finished the finding 6/10,book,The Finding,6,False,PT0M
read the eyre affair 6 fav 10d ago,book,The Eyre Affair,6,True,-P10D
read the art forger 4 stars,book,The Art Forger,8,False,PT0M
finished broken 4 stars 21 hours ago,book,Broken,8,False,-PT21H
book turn of mind 4 stars,book,Turn of Mind,8,False,PT0M
book hinds' feet on high places 10/10 favorite 17d ago,book,Hinds' Feet on High Places,10,True,-P17D
finished the great gatsby 6 5 hours ago,book,The Great Gatsby,6,False,-PT5H
book upon the midnight clear 4 stars loved 20 hours ago,book,Upon the Midnight Clear,8,True,-PT20H
read gifted hands: the ben carson story 6/10 26d ago,book,Gifted Hands: The Ben Carson Story,6,False,-P26D
novel the house of hades 5 stars -6d,book,The House of Hades,10,False,-P6D
read this song will save your life 6/10 13h ago,book,This Song Will Save Your Life,6,False,-PT13H
book the borrowers 10/10 heart 5h ago,book,The Borrowers,10,True,-PT5H
novel gone with the wind 8/10 favorite 5 days ago,book,Gone with the Wind,8,True,-P5D
finished the curious incident of the dog in the night-time 5 stars,book,The Curious Incident of the Dog in the Night-Time,10,False,PT0M
read angela's ashes 8 12d ago,book,Angela's Ashes,8,False,-P12D
book lost light 3 stars -26d,book,Lost Light,6,False,-P26D
novel the checklist manifesto: how to get things right 4 stars,book,The Checklist Manifesto: How to Get Things Right,8,False,PT0M
novel tuesdays with morrie 3 stars 11h ago,book,Tuesdays with Morrie,6,False,-PT11H
book pinocchio 5 stars,book,Pinocchio,10,False,PT0M
book pretty little liars 3 stars 5d ago,book,Pretty Little Liars,6,False,-P5D
finished the kite runner 3 stars -14d,book,The Kite Runner,6,False,-P14D
book timequake 5 stars favourite -11h,book,Timequake,10,True,-PT11H
read the importance of being earnest 8 favorite,book,The Importance of Being Earnest,8,True,PT0M
novel revival 6/10 -7h,book,Revival,6,False,-PT7H
finished stranger in a strange land 8,book,Stranger in a Strange Land,8,False,PT0M
read dark gold 10/10,book,Dark Gold,10,False,PT0M
read speaker for the dead 4 stars,book,Speaker for the Dead,8,False,PT0M
finished books of blood: volume one 3 stars 25d ago,book,Books of Blood: Volume One,6,False,-P25D
read 7th heaven 4,book,7th Heaven,4,False,PT0M
read white oleander 5 stars,book,White Oleander,10,False,PT0M
novel brave new world 6/10,book,Brave New World,6,False,PT0M
read 'salem's lot 10 13 hours ago,book,'Salem's Lot,10,False,-PT13H
finished in her shoes 3 stars,book,In Her Shoes,6,False,PT0M
novel the lord of the rings: weapons and warfare 10,book,The Lord of the Rings: Weapons and Warfare,10,False,PT0M
book choke 5 stars,book,Choke,10,False,PT0M
book the call of the wild 10,book,The Call of the Wild,10,False,PT0M
finished the beekeeper's apprentice 5 stars yday,book,The Beekeeper's Apprentice,10,False,-P1D
read anne rice's the vampire lestat: a graphic novel 10/10,book,Anne Rice's The Vampire Lestat: A Graphic Novel,10,False,PT0M
